Id,Name,Normalizedname,Phone,SourceAddress.AddressLine,SourceAddress.City,SourceAddress.State,SourceAddress.ZipCode,SourceAddress.Country,Fdn_legalentity8
1406,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,5123996250,9017 W State Highway 29 Ste 210,Liberty Hill,,,,602
1407,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,9798303873,3225 Park Ln,Chappell Hill,,,,601
1408,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,12750 Merit Dr Ste 1000,Dallas,,,,605
1409,Triad Advisors LLC,TRIAD ADVISORS LLC,2155577622,1800 John F Kennedy Blvd Ste 300,Philadelphia,,,,605
1410,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,8475951051,14 Executive Ct Ste 3,South Barrington,,,,602
1411,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,777 108th Ave Ne Ste 200,Bellevue,,,,605
1412,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,3036704964,3082 Evergreen Pkwy Ste C,Evergreen,,,,602
1413,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,29 Union Ave,Manasquan,,,,605
1414,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,8504665646,730 Bayfront Pkwy Ste 5b,Pensacola,,,,602
1415,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,9162585977,945 Orchard Creek Ln Ste 103b,Lincoln,,,,602
1416,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,4158771630,580 California St Ste 1200,San Francisco,,,,602
1417,Triad Advisors LLC,TRIAD ADVISORS LLC,9194031986,4819 Emperor Blvd Ste 1600,Durham,,,,605
1418,Fidelity Brokerage Services Llc,FIDELITY BROKERAGE SERVICES LLC,6175637000,567 47th Ave,San Francisco,,,,600
1419,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,770352449,10 Pinckney Colony Rd Ste 300,Bluffton,,,,601
1420,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,300 Century Hill Drive,Latham,,,,605
1421,Triad Advisors LLC,TRIAD ADVISORS LLC,248203626,2300 S Telegraph Rd Ste 100,Bloomfield Hills,,,,605
1422,Triad Advisors LLC,TRIAD ADVISORS LLC,6177371500,470 Atlantic Ave,Boston,,,,605
1423,Triad Advisors LLC,TRIAD ADVISORS LLC,9492223483,18201 Von Karman Ave Ste 200,Irvine,,,,605
1424,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,9039915200,6101 S Broadway Ave Ste 110,Tyler,,,,602
1425,Triad Advisors LLC,TRIAD ADVISORS LLC,608284120,120 E Lakeside St Ste 240,Madison,,,,605
1426,Triad Advisors LLC,TRIAD ADVISORS LLC,3019217804,702 King Farm Blvd Ste 210,Rockville,,,,605
1427,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,770352449,712 S Barstow St,Eau Claire,,,,601
1428,Triad Advisors LLC,TRIAD ADVISORS LLC,6783935200,1050 Crown Pointe Pkwy Ste 600,Atlanta,,,,605
1429,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,8054657400,400 W Ventura Blvd Ste 105,Camarillo,,,,602
1430,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,9039915200,202 E 11th Ave,Pine Bluff,,,,602
1431,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,545 Metro Pl S Ste 150,Dublin,,,,605
1432,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,6155423054,1006 Cumberland Park Dr,Franklin,,,,601
1433,Morgan Stanley,MORGAN STANLEY,7755862502,917 Tahoe Blvd Ste 200,Incline Village,,,,599
1434,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,770352449,1342 Timberlane Rd Ste 101a,Tallahassee,,,,601
1435,Triad Advisors LLC,TRIAD ADVISORS LLC,7855606009,215 Southwind Pl Ste 201,Manhattan,,,,605
1436,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,501327808,950 Hogan Ln Ste 1,Conway,,,,602
1437,Triad Advisors LLC,TRIAD ADVISORS LLC,9523563840,3600 American Blvd W Ste 500,Bloomington,,,,605
1438,Triad Advisors LLC,TRIAD ADVISORS LLC,7043622992,4250 Congress St Ste 200,Charlotte,,,,605
1439,Fidelity Brokerage Services Llc,FIDELITY BROKERAGE SERVICES LLC,,5411 Page Rd,Durham,,,,600
1440,Fidelity Brokerage Services Llc,FIDELITY BROKERAGE SERVICES LLC,,4509 Creedmoor Rd Ste 101,Raleigh,,,,600
1441,Morgan Stanley,MORGAN STANLEY,,6655 Town Sq,Alpharetta,,,,599
1442,Morgan Stanley,MORGAN STANLEY,,200 W Civic Center Dr,Sandy,,,,599
1443,Morgan Stanley,MORGAN STANLEY,9048919204,9900 Amelia Island Pkwy Ste 500,Fernandina Beach,,,,599
1444,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,10 W Carmel Dr Ste 260,Carmel,,,,605
1445,Triad Advisors LLC,TRIAD ADVISORS LLC,3037739999,6300 S Syracuse Way Ste 700,Centennial,,,,605
1446,Triad Advisors LLC,TRIAD ADVISORS LLC,6307733800,2850 Golf Rd,Rolling Meadows,,,,605
1447,Triad Advisors LLC,TRIAD ADVISORS LLC,6147938297,1690 W Lane Ave Ste 280,Columbus,,,,605
1448,Fidelity Brokerage Services Llc,FIDELITY BROKERAGE SERVICES LLC,6175637000,4389 39th St Apt 6,San Diego,,,,600
1449,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,2167557150,2408 32nd St,Astoria,,,,602
1450,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,,260 Convention Center Dr,Duncansville,,,,602
1451,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,561486450,4600 Military Trl Ste 217,Jupiter,,,,602
1452,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,9897258131,201 N Washington St,Owosso,,,,602
1453,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,,201 N Washington St,Owosso,,,,602
1454,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,,300 N Middletown Rd Ste 10h,Pearl River,,,,602
1455,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,,5501 Central Ave,St Petersburg,,,,602
1456,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,,19503 S West Villages Pkwy Ste A4,Venice,,,,602
1457,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,323 W Lakeside Ave Ste 410,Cleveland,,,,605
1458,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,770352449,2238 Goodwood Blvd Se,Smyrna,,,,601
1459,Morgan Stanley,MORGAN STANLEY,3053472063,200 S Biscayne Blvd Fl 13,Miami,,,,599
1460,Triad Advisors LLC,TRIAD ADVISORS LLC,4843215800,899 Cassatt Rd Ste 200,Berwyn,,,,605
1461,Morgan Stanley,MORGAN STANLEY,,13315 Blanton Dr,Huntersville,,,,599
1462,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,9737656950,19 Center St,Chatham,,,,602
1463,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,,19 Center St,Chatham,,,,602
1464,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,,926 Incline Way Unit 250,Incline Village,,,,602
1465,Triad Advisors LLC,TRIAD ADVISORS LLC,,111 Founders Plz,East Hartford,,,,605
1466,Triad Advisors LLC,TRIAD ADVISORS LLC,,125 Village Blvd Ste 310,Princeton,,,,605
1467,Fidelity Brokerage Services Llc,FIDELITY BROKERAGE SERVICES LLC,,2009 Park Pl,El Segundo,,,,600
1468,Fidelity Brokerage Services Llc,FIDELITY BROKERAGE SERVICES LLC,,8815 Sapphire Coast Ave,Las Vegas,,,,600
1469,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,9039915210,6101 S Broadway Ave Ste 115,Tyler,,,,602
1470,Triad Advisors LLC,TRIAD ADVISORS LLC,7708406042,9442 N Capital Of Texas Hwy Ste 950,Austin,,,,605
1471,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,6149564003,655 Metro Pl S Ste 720,Dublin,,,,602
1472,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,2519474399,1544 W 2nd St Ste 102,Gulf Shores,,,,602
1473,Morgan Stanley,MORGAN STANLEY,2155724540,1787 Sentry Pkwy W,Blue Bell,,,,599
1474,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,775710160,6900 S Mccarran Blvd Ste 1030,Reno,,,,602
1475,Wells Fargo Advisors Fin Network LLC,WELLS FARGO ADVISORS FIN NETWORK LLC,9015891234,1924 Exeter Rd Ste 1,Germantown,,,,602
1476,Morgan Stanley,MORGAN STANLEY,6088292882,8215 Greenway Blvd Fl 4,Middleton,,,,599
1477,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,770352449,5353 Ridge Crt,Rockledge,,,,601
1478,Advisory Services Network LLC,ADVISORY SERVICES NETWORK LLC,770352449,105 W Washington St Ste A2,Ridgeland,,,,601
1479,Morgan Stanley,MORGAN STANLEY,8004705412,2475 Northwinds Pkwy Ste 200,Alpharetta,,,,599
1480,Morgan Stanley,MORGAN STANLEY,9732363500,2325 N Buchanan St,Arlington,,,,599
1481,Morgan Stanley,MORGAN STANLEY,3348211300,145 E Magnolia Ave Ste 208,Auburn,,,,599
1482,Morgan Stanley,MORGAN STANLEY,5124808833,301 Congress Ave Ste 1400,Austin,,,,599
1483,Morgan Stanley,MORGAN STANLEY,2068424712,400 Winslow Way E Ste 190,Bainbridge Island,,,,599
1484,Morgan Stanley,MORGAN STANLEY,9374261126,1195 Meadow Bridge Dr Ste D,Beavercreek,,,,599
1485,Morgan Stanley,MORGAN STANLEY,561996404,1100 N Main St Ste 101,Belle Glade,,,,599
1486,Morgan Stanley,MORGAN STANLEY,3607348500,2200 Rimland Dr Ste 105,Bellingham,,,,599
1487,Morgan Stanley,MORGAN STANLEY,6175709050,28 State St Fl 26,Boston,,,,599
1488,Morgan Stanley,MORGAN STANLEY,9194625575,2000 Regency Pkwy Ste 200,Cary,,,,599
1489,Morgan Stanley,MORGAN STANLEY,9072772511,2281 E Indian Wells Dr,Chandler,,,,599
1490,Morgan Stanley,MORGAN STANLEY,8437277700,200 Meeting St FL 4,Charleston,,,,599
1491,Morgan Stanley,MORGAN STANLEY,8437277700,200 Meeting St Ste 402,Charleston,,,,599
1492,Morgan Stanley,MORGAN STANLEY,434244123,401 E Market St Ste 100,Charlottesville,,,,599
1493,Morgan Stanley,MORGAN STANLEY,5092955175,518 Diagonal St,Clarkston,,,,599
1494,Morgan Stanley,MORGAN STANLEY,2159725244,4343 Easton Cmns,Columbus,,,,599
1495,Morgan Stanley,MORGAN STANLEY,21747725,2832 N Vermilion St,Danville,,,,599
1496,Morgan Stanley,MORGAN STANLEY,4108223400,28601 Marlboro Ave Ste 201,Easton,,,,599
1497,Morgan Stanley,MORGAN STANLEY,3107279533,2381 Rosecrans Ave Ste 115,El Segundo,,,,599
1498,Morgan Stanley,MORGAN STANLEY,7757484500,905 Railroad St Ste 102,Elko,,,,599
1499,Morgan Stanley,MORGAN STANLEY,3039259600,10303 E Dry Creek Rd Ste 400,Englewood,,,,599
1500,Morgan Stanley,MORGAN STANLEY,5802424629,721 W Broadway Ave,Enid,,,,599
1501,Morgan Stanley,MORGAN STANLEY,507281403,430 4th St Nw,Faribault,,,,599
1502,Morgan Stanley,MORGAN STANLEY,5162488600,855 Franklin Ave,Garden City,,,,599
1503,Morgan Stanley,MORGAN STANLEY,2538584401,2727 Hollycroft St Ste 330,Gig Harbor,,,,599
1504,Morgan Stanley,MORGAN STANLEY,2488488000,119 W Clinton St,Howell,,,,599
1505,Morgan Stanley,MORGAN STANLEY,7316681081,1382 Union University Dr,Jackson,,,,599
1506,Morgan Stanley,MORGAN STANLEY,8157298040,1150 Essington Rd,Joliet,,,,599
1507,Morgan Stanley,MORGAN STANLEY,5616306236,302 Sea Oats Dr # H-11,Juno Beach,,,,599
1508,Morgan Stanley,MORGAN STANLEY,5617464535,1001 N Us Highway 1 Ste 700,Jupiter,,,,599
1509,Morgan Stanley,MORGAN STANLEY,8083297979,75-240 Nani Kailua Dr Ste 4,Kailua Kona,,,,599
