SIC_CODE_ID,SIC_CODE,SIC_DESC
344203,344203,SCREEN AND STORM DOORS AND WINDOWS
344204,344204,METAL DOORS
344205,344205,"MOLDING, TRIM, AND STRIPPING"
344299,344299,"METAL DOORS, SASH, AND TRIM, NEC"
344300,344300,FABRICATED PLATE WORK (BOILER SHOP)
344301,344301,"INDUSTRIAL VESSELS, TANKS, AND CONTAINERS"
344302,344302,"HEAT EXCHANGERS, CONDENSERS, AND COMPONENTS"
344303,344303,BOILER AND BOILER SHOP WORK
344304,344304,PLATE WORK FOR THE METALWORKING TRADE
344305,344305,PLATE WORK FOR THE NUCLEAR INDUSTRY
344306,344306,LINERS/LINING
344307,344307,METAL PARTS
344308,344308,CHUTES AND TROUGHS
344309,344309,"PIPE, STANDPIPE, AND CULVERTS"
344310,344310,WIND AND VACUUM TUNNELS
344311,344311,CHAMBERS AND CAISSONS
344399,344399,"FABRICATED PLATE WORK (BOILER SHOP), NEC"
344400,344400,SHEET METALWORK
344401,344401,"CULVERTS, FLUMES, AND PIPES"
344402,344402,METAL VENTILATING EQUIPMENT
344403,344403,METAL ROOFING AND ROOF DRAINAGE EQUIPMENT
344404,344404,METAL FLOORING AND SIDING
344405,344405,"METAL HOUSINGS, ENCLOSURES, CASINGS, AND OTHER CONTAINERS"
344406,344406,AWNINGS AND CANOPIES
344499,344499,"SHEET METALWORK, NEC"
344600,344600,ARCHITECTURAL METALWORK
344601,344601,"STAIRS, FIRE ESCAPES, BALCONIES, RAILINGS, AND LADDERS"
344602,344602,OPEN FLOORING AND GRATING FOR CONSTRUCTION
344603,344603,"FENCES, GATES, POSTS, AND FLAGPOLES"
344604,344604,"PARTITIONS AND SUPPORTS/STUDS, INCLUDING ACCOUSTICAL SYSTEMS"
344605,344605,"CHANNELS, LOUVERS, AND REGISTERS"
344606,344606,ORNAMENTAL METALWORK
344699,344699,"ARCHITECTURAL METALWORK, NEC"
344800,344800,PREFABRICATED METAL BUILDINGS AND COMPONENTS
344801,344801,PREFABRICATED METAL BUILDINGS
344802,344802,PREFABRICATED METAL COMPONENTS
344899,344899,"PREFABRICATED METAL BUILDINGS, NEC"
344900,344900,MISCELLANEOUS METALWORK
344901,344901,FABRICATED BAR JOISTS AND CONCRETE REINFORCING BARS
344902,344902,METAL PLASTER BASES
344999,344999,"MISCELLANEOUS METALWORK, NEC"
345100,345100,SCREW MACHINE PRODUCTS
345200,345200,"BOLTS, NUTS, RIVETS, AND WASHERS"
345201,345201,PINS
345202,345202,WASHERS
345299,345299,"BOLTS, NUTS, RIVETS, AND WASHERS, NEC"
346200,346200,IRON AND STEEL FORGINGS
346201,346201,GEAR AND CHAIN FORGINGS
346202,346202,"PUMP, COMPRESSOR, AND TURBINE FORGINGS"
346203,346203,AUTOMOTIVE AND INTERNAL COMBUSTION ENGINE FORGINGS
346204,346204,"RAILROAD, CONSTRUCTION, AND MINING FORGINGS"
346205,346205,MISSILE AND ORDNANCE FORGINGS
346299,346299,"IRON AND STEEL FORGINGS, NEC"
346300,346300,NONFERROUS FORGINGS
346301,346301,"PUMP, COMPRESSOR, TURBINE, AND ENGINE FORGINGS, EXCEPT AUTO"
346302,346302,MISSILE AND ORDNANCE FORGINGS
346399,346399,"NONFERROUS FORGINGS, NEC"
346500,346500,AUTOMOTIVE STAMPINGS
346599,346599,"AUTOMOTIVE STAMPINGS, NEC"
346600,346600,CROWNS AND CLOSURES
346699,346699,"CROWNS AND CLOSURES, NEC"
346900,346900,"METAL STAMPINGS, NEC"
346901,346901,"HOUSEHOLD COOKING AND KITCHEN UTENSILS, METAL"
346902,346902,"HOUSEHOLD COOKING AND KITCHEN UTENSILS, PORCELAIN ENAMELED"
346903,346903,PORCELAIN ENAMELED PRODUCTS AND UTENSILS
346904,346904,"BOXES, STAMPED METAL"
346999,346999,"METAL STAMPINGS, NEC, NEC"
347100,347100,PLATING AND POLISHING
347101,347101,ELECTROPLATING AND PLATING
347102,347102,"CLEANING, POLISHING, AND FINISHING"
347900,347900,METAL COATING AND ALLIED SERVICES
347901,347901,ETCHING AND ENGRAVING
347902,347902,"PAINTING, COATING, AND HOT DIPPING"
348200,348200,SMALL ARMS AMMUNITION
348299,348299,"SMALL ARMS AMMUNITION, NEC"
348300,348300,"AMMUNITION, EXCEPT FOR SMALL ARMS, NEC"
348301,348301,AMMUNITION COMPONENTS
348399,348399,"AMMUNITION, EXCEPT FOR SMALL ARMS, NEC, NEC"
348400,348400,SMALL ARMS
348401,348401,MACHINE GUNS AND GRENADE LAUNCHERS
348499,348499,"SMALL ARMS, NEC"
348900,348900,"ORDNANCE AND ACCESSORIES, NEC"
348901,348901,"GUNS, HOWITZERS, MORTARS, AND RELATED EQUIPMENT"
348999,348999,"ORDNANCE AND ACCESSORIES, NEC, NEC"
349100,349100,INDUSTRIAL VALVES
349101,349101,AUTOMATIC REGULATING AND CONTROL VALVES
349199,349199,"INDUSTRIAL VALVES, NEC"
349200,349200,FLUID POWER VALVES AND HOSE FITTINGS
349201,349201,FLUID POWER VALVES FOR AIRCRAFT
349299,349299,"FLUID POWER VALVES AND HOSE FITTINGS, NEC"
349300,349300,"STEEL SPRINGS, EXCEPT WIRE"
349301,349301,HOT FORMED SPRINGS
349302,349302,COLD FORMED SPRINGS
349400,349400,"VALVES AND PIPE FITTINGS, NEC"
349401,349401,PIPE FITTINGS
349499,349499,"VALVES AND PIPE FITTINGS, NEC, NEC"
349500,349500,WIRE SPRINGS
349501,349501,PRECISION SPRINGS
349599,349599,"WIRE SPRINGS, NEC"
349600,349600,MISCELLANEOUS FABRICATED WIRE PRODUCTS
349601,349601,WIRE CLOTH AND WOVEN WIRE PRODUCTS
349602,349602,WIRE CHAIN
349603,349603,WIRE FASTENERS
349699,349699,"MISCELLANEOUS FABRICATED WIRE PRODUCTS, NEC"
349700,349700,METAL FOIL AND LEAF
349799,349799,"METAL FOIL AND LEAF, NEC"
349800,349800,FABRICATED PIPE AND FITTINGS
349899,349899,"FABRICATED PIPE AND FITTINGS, NEC"
349900,349900,"FABRICATED METAL PRODUCTS, NEC"
349901,349901,FIRE- OR BURGLARY-RESISTIVE PRODUCTS
349902,349902,METAL HOUSEHOLD ARTICLES
349903,349903,METAL LADDERS
349904,349904,"NOVELTIES AND GIFTWARE, INCLUDING TROPHIES"
349999,349999,"FABRICATED METAL PRODUCTS, NEC, NEC"
351100,351100,TURBINES AND TURBINE GENERATOR SETS
351101,351101,"TURBINES AND TURBINE GENERATOR SET UNITS, COMPLETE"
351102,351102,TURBINES AND TURBINE GENERATOR SETS AND PARTS
351900,351900,"INTERNAL COMBUSTION ENGINES, NEC"
351901,351901,"DIESEL, SEMI-DIESEL, OR DUEL-FUEL ENGINES, INCLUDING MARINE"
351902,351902,"PARTS AND ACCESSORIES, INTERNAL COMBUSTION ENGINES"
351999,351999,"INTERNAL COMBUSTION ENGINES, NEC, NEC"
352300,352300,FARM MACHINERY AND EQUIPMENT
352301,352301,"PLANTING, HAYING, HARVESTING, AND PROCESSING MACHINERY"
352302,352302,"SOIL PREPARATION MACHINERY, EXCEPT TURF AND GROUNDS"
352303,352303,"FERTILIZING, SPRAYING, DUSTING, AND IRRIGATION MACHINERY"
352304,352304,"BARN, SILO, POULTRY, DAIRY, AND LIVESTOCK MACHINERY"
352305,352305,TURF AND GROUNDS EQUIPMENT
352399,352399,"FARM MACHINERY AND EQUIPMENT, NEC"
352400,352400,LAWN AND GARDEN EQUIPMENT
352401,352401,LAWN AND GARDEN TRACTORS AND EQUIPMENT
352402,352402,LAWN AND GARDEN MOWERS AND ACCESSORIES
352499,352499,"LAWN AND GARDEN EQUIPMENT, NEC"
353100,353100,CONSTRUCTION MACHINERY
353101,353101,FORESTRY RELATED EQUIPMENT
353102,353102,MARINE RELATED EQUIPMENT
353103,353103,RAILROAD RELATED EQUIPMENT
353104,353104,"BITUMINOUS, CEMENT AND CONCRETE RELATED PRODUCTS AND EQUIP."
353105,353105,"SCRAPERS, GRADERS, ROLLERS, AND SIMILAR EQUIPMENT"
353106,353106,"BACKHOES, TRACTORS, CRANES, PLOWS, AND SIMILAR EQUIPMENT"
353107,353107,"CRUSHERS, GRINDERS, AND SIMILAR EQUIPMENT"
353108,353108,CONSTRUCTION MACHINERY ATTACHMENTS
353199,353199,"CONSTRUCTION MACHINERY, NEC"
353200,353200,MINING MACHINERY
353201,353201,"DRILLS, BITS, AND SIMILAR EQUIPMENT"
353202,353202,MINERAL BENEFICIATION EQUIPMENT
353203,353203,"CRUSHING, PULVERIZING, AND SCREENING EQUIPMENT"
353204,353204,"MINE CARS, PLOWS, LOADERS, FEEDERS, AND SIMILAR EQUIPMENT"
353299,353299,"MINING MACHINERY, NEC"
353300,353300,OIL AND GAS FIELD MACHINERY
353301,353301,OIL AND GAS DRILLING RIGS AND EQUIPMENT
353399,353399,"OIL AND GAS FIELD MACHINERY, NEC"
353400,353400,ELEVATORS AND MOVING STAIRWAYS
353401,353401,ELEVATORS AND EQUIPMENT
353499,353499,"ELEVATORS AND MOVING STAIRWAYS, NEC"
353500,353500,CONVEYORS AND CONVEYING EQUIPMENT
353501,353501,UNIT HANDLING CONVEYING SYSTEMS
353599,353599,"CONVEYORS AND CONVEYING EQUIPMENT, NEC"
353600,353600,"HOISTS, CRANES, AND MONORAILS"
353601,353601,HOISTS
353602,353602,CRANES AND MONORAIL SYSTEMS
353700,353700,INDUSTRIAL TRUCKS AND TRACTORS
353701,353701,"PLATFORMS, STANDS, TABLES, PALLETS, AND SIMILAR EQUIPMENT"
353702,353702,"TRUCKS, TRACTORS, LOADERS, CARRIERS, AND SIMILAR EQUIPMENT"
354100,354100,"MACHINE TOOLS, METAL CUTTING TYPE"
354101,354101,DRILLING AND BORING MACHINES
354102,354102,"GRINDING, POLISHING, BUFFING, LAPPING, AND HONING MACHINES"
354103,354103,MILLING MACHINES
354104,354104,LATHES
354105,354105,SCREW AND THREAD MACHINES
354106,354106,SAWS AND SAWING MACHINES
354199,354199,"MACHINE TOOLS, METAL CUTTING TYPE, NEC"
354200,354200,"MACHINE TOOLS, METAL FORMING TYPE"
354201,354201,"PUNCHING, SHEARING, AND BENDING MACHINES"
354202,354202,PRESSING MACHINES
354203,354203,DIE CASTING AND EXTRUDING MACHINES
354204,354204,"SPINNING, SPLINE ROLLING, AND WINDING MACHINES"
354205,354205,KNURLING AND BEADING MACHINES
354299,354299,"MACHINE TOOLS, METAL FORMING TYPE, NEC"
354300,354300,INDUSTRIAL PATTERNS
354399,354399,"INDUSTRIAL PATTERNS, NEC"
354400,354400,"SPECIAL DIES, TOOLS, JIGS, AND FIXTURES"
354401,354401,SPECIAL DIES AND TOOLS
354402,354402,JIGS AND FIXTURES
354499,354499,"SPECIAL DIES, TOOLS, JIGS, AND FIXTURES, NEC"
354500,354500,MACHINE TOOL ACCESSORIES
354501,354501,PRECISION MEASURING TOOLS
354502,354502,CUTTING TOOLS FOR MACHINE TOOLS
354503,354503,MACHINE TOOL ATTACHMENTS AND ACCESSORIES
354600,354600,POWER-DRIVEN HANDTOOLS
354601,354601,DRILLS AND DRILLING TOOLS
354602,354602,SAWS AND SAWING EQUIPMENT
354699,354699,"POWER-DRIVEN HANDTOOLS, NEC"
354700,354700,ROLLING MILL MACHINERY
354701,354701,PRIMARY ROLLING MILL EQUIPMENT
354702,354702,SECONDARY ROLLING MILL EQUIPMENT
354799,354799,"ROLLING MILL MACHINERY, NEC"
354800,354800,WELDING APPARATUS
354801,354801,ELECTRIC WELDING EQUIPMENT
354899,354899,"WELDING APPARATUS, NEC"
354900,354900,"METALWORKING MACHINERY, NEC"
354901,354901,DRAWING MACHINERY
354902,354902,COILING MACHINERY
354903,354903,CUTTING AND SLITTING MACHINERY
354999,354999,"METALWORKING MACHINERY, NEC, NEC"
355200,355200,TEXTILE MACHINERY
355201,355201,FIBER AND YARN PREPARATION MACHINERY AND EQUIPMENT
355202,355202,FABRIC FORMING MACHINERY AND EQUIPMENT
355203,355203,"DYEING, DRYING, AND FINISHING MACHINERY AND EQUIPMENT"
355299,355299,"TEXTILE MACHINERY, NEC"
355300,355300,WOODWORKING MACHINERY
355399,355399,"WOODWORKING MACHINERY, NEC"
355400,355400,PAPER INDUSTRIES MACHINERY
355401,355401,PAPER FORMING MACHINES
355499,355499,"PAPER INDUSTRIES MACHINERY, NEC"
355500,355500,PRINTING TRADES MACHINERY
355501,355501,PRINTING PRESSES
355502,355502,PRINTING PLATES
355503,355503,PRINTING TRADE PARTS AND ATTACHMENTS
355504,355504,"ENGRAVING MACHINERY AND EQUIPMENT, EXCEPT PLATES"
355505,355505,TYPE AND TYPE MAKING MACHINERY AND EQUIPMENT
355506,355506,BOOKBINDING MACHINERY
355599,355599,"PRINTING TRADES MACHINERY, NEC"
355600,355600,FOOD PRODUCTS MACHINERY
355601,355601,DAIRY AND MILK MACHINERY
355602,355602,"CUTTING, CHOPPING, GRINDING, MIXING, AND SIMILAR MACHINERY"
355603,355603,"SMOKING OR ROASTING MACHINERY, INCLUDING OVENS"
355604,355604,BEVERAGE MACHINERY
355605,355605,"MEAT, POULTRY, AND SEAFOOD PROCESSING MACHINERY"
355699,355699,"FOOD PRODUCTS MACHINERY, NEC"
355900,355900,"SPECIAL INDUSTRY MACHINERY, NEC"
355901,355901,SEWING MACHINES AND HAT AND ZIPPER MAKING MACHINERY
355902,355902,"BOOTS, SHOES, AND LEATHER WORKING MACHINERY"
355903,355903,AUTOMOTIVE RELATED MACHINERY
355904,355904,"REFINERY, CHEMICAL PROCESSING, AND SIMILAR MACHINERY"
355905,355905,"FOUNDRY, SMELTING, REFINING, AND SIMILAR MACHINERY"
355906,355906,KILNS
355907,355907,"RUBBER WORKING MACHINERY, INCLUDING TIRES"
355999,355999,"SPECIAL INDUSTRY MACHINERY, NEC, NEC"
356100,356100,PUMPS AND PUMPING EQUIPMENT
356101,356101,INDUSTRIAL PUMPS AND PARTS
356199,356199,"PUMPS AND PUMPING EQUIPMENT, NEC"
356200,356200,BALL AND ROLLER BEARINGS
356299,356299,"BALL AND ROLLER BEARINGS, NEC"
356300,356300,AIR AND GAS COMPRESSORS
356301,356301,AIR AND GAS COMPRESSORS INCLUDING VACUUM PUMPS
356302,356302,SPRAYING AND DUSTING EQUIPMENT
356400,356400,BLOWERS AND FANS
356401,356401,PURIFICATION AND DUST COLLECTION EQUIPMENT
356402,356402,BLOWERS AND FANS
356500,356500,PACKAGING MACHINERY
356501,356501,BOTTLING AND CANNING MACHINERY
356502,356502,PACKING AND WRAPPING MACHINERY
356600,356600,"SPEED CHANGERS, DRIVES, AND GEARS"
356699,356699,"SPEED CHANGERS, DRIVES, AND GEARS, NEC"
356700,356700,INDUSTRIAL FURNACES AND OVENS
356701,356701,"ELECTRICAL FURNACES, OVENS, & HEATING DEVICES, EXC.INDUCTION"
356702,356702,FUEL-FIRED FURNACES AND OVENS
356703,356703,INDUCTION AND DIELECTRIC HEATING EQUIPMENT
356799,356799,"INDUSTRIAL FURNACES AND OVENS, NEC"
356800,356800,"POWER TRANSMISSION EQUIPMENT, NEC"
356801,356801,"BEARINGS, BUSHINGS, AND BLOCKS"
356802,356802,JOINTS AND COUPLINGS
356803,356803,"DRIVES, CHAINS, AND SPROCKETS"
356899,356899,"POWER TRANSMISSION EQUIPMENT, NEC, NEC"
356900,356900,"GENERAL INDUSTRIAL MACHINERY, NEC"
356901,356901,FILTERS
356902,356902,FIREFIGHTING AND RELATED EQUIPMENT
356903,356903,LUBRICATING EQUIPMENT
356904,356904,"GAS PRODUCERS, GENERATORS, AND OTHER GAS RELATED EQUIPMENT"
356999,356999,"GENERAL INDUSTRIAL MACHINERY, NEC, NEC"
357100,357100,ELECTRONIC COMPUTERS
357199,357199,"ELECTRONIC COMPUTERS, NEC"
357200,357200,COMPUTER STORAGE DEVICES
357201,357201,COMPUTER DISK AND DRUM DRIVES AND COMPONENTS
357202,357202,COMPUTER TAPE DRIVES AND COMPONENTS
357299,357299,"COMPUTER STORAGE DEVICES, NEC"
357500,357500,COMPUTER TERMINALS
357501,357501,"COMPUTER TERMINALS, MONITORS AND COMPONENTS"
357599,357599,"COMPUTER TERMINALS, NEC"
357700,357700,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
357701,357701,PRINTERS AND PLOTTERS
357702,357702,"KEY-TAPE EQUIPMENT, EXCEPT DRIVES"
357703,357703,"DISK AND DISKETTE EQUIPMENT, EXCEPT DRIVES"
357704,357704,KEYPUNCH EQUIPMENT
357705,357705,MAGNETIC INK AND OPTICAL SCANNING DEVICES
357799,357799,"COMPUTER PERIPHERAL EQUIPMENT, NEC, NEC"
357800,357800,CALCULATING AND ACCOUNTING EQUIPMENT
357801,357801,ACCOUNTING MACHINES AND CASH REGISTERS
357802,357802,CALCULATORS AND ADDING MACHINES
357803,357803,BANKING MACHINES
357899,357899,"CALCULATING AND ACCOUNTING EQUIPMENT, NEC"
357900,357900,"OFFICE MACHINES, NEC"
357901,357901,"MAILING, LETTER HANDLING, AND ADDRESSING MACHINES"
357902,357902,TYPING AND WORD PROCESSING MACHINES
357903,357903,PAPER HANDLING MACHINES
357999,357999,"OFFICE MACHINES, NEC, NEC"
358100,358100,AUTOMATIC VENDING MACHINES
358101,358101,MECHANISMS AND PARTS FOR AUTOMATIC VENDING MACHINES
358200,358200,COMMERCIAL LAUNDRY EQUIPMENT
358201,358201,COMMERCIAL LAUNDRY EQUIPMENT
358299,358299,"COMMERCIAL LAUNDRY EQUIPMENT, NEC"
358500,358500,REFRIGERATION AND HEATING EQUIPMENT
358501,358501,"AIR CONDITIONING EQUIPMENT, COMPLETE"
358502,358502,"REFRIGERATION EQUIPMENT, COMPLETE"
358503,358503,"HEATING EQUIPMENT, COMPLETE"
358504,358504,"PARTS FOR HEATING, COOLING, AND REFRIGERATING EQUIPMENT"
358505,358505,SODA FOUNTAIN AND BEVERAGE DISPENSING EQUIPMENT AND PARTS
358506,358506,HUMIDIFIERS AND DEHUMIDIFIERS
358599,358599,"REFRIGERATION AND HEATING EQUIPMENT, NEC"
358600,358600,MEASURING AND DISPENSING PUMPS
358699,358699,"MEASURING AND DISPENSING PUMPS, NEC"
358900,358900,"SERVICE INDUSTRY MACHINERY, NEC"
358901,358901,COMMERCIAL COOKING AND FOODWARMING EQUIPMENT
358902,358902,COMMERCIAL CLEANING EQUIPMENT
358903,358903,SEWAGE AND WATER TREATMENT EQUIPMENT
358999,358999,"SERVICE INDUSTRY MACHINERY, NEC, NEC"
359200,359200,"CARBURETORS, PISTONS, PISTON RINGS AND VALVES"
359201,359201,VALVES
359299,359299,"CARBURETORS, PISTONS, RINGS, VALVES, NEC"
359300,359300,FLUID POWER CYLINDERS AND ACTUATORS
359399,359399,"FLUID POWER CYLINDERS AND ACTUATORS, NEC"
359400,359400,FLUID POWER PUMPS AND MOTORS
359401,359401,FLUID POWER PUMPS
359402,359402,FLUID POWER MOTORS
359499,359499,"FLUID POWER PUMPS AND MOTORS, NEC"
359600,359600,"SCALES AND BALANCES, EXCEPT LABORATORY"
359699,359699,"SCALES AND BALANCES, EXCEPT LABORATORY, NEC"
359900,359900,"INDUSTRIAL MACHINERY, NEC"
359901,359901,AMUSEMENT PARK EQUIPMENT
359902,359902,"FLEXIBLE METAL HOSE, TUBING, AND BELLOWS"
359903,359903,MACHINE AND OTHER JOB SHOP WORK
359999,359999,"INDUSTRIAL MACHINERY, NEC, NEC"
361200,361200,"POWER, DISTRIBUTION AND SPECIALTY TRANSFORMERS"
361201,361201,POWER AND DISTRIBUTION TRANSFORMERS
361202,361202,LAMP BALLASTS
361203,361203,SPECIALTY TRANSFORMERS
361299,361299,"POWER, DISTRIBUTION AND SPECIALTY TRANSFORMERS, NEC"
361300,361300,SWITCHGEAR AND SWITCHBOARD APPARATUS
361301,361301,POWER CIRCUIT BREAKERS
361302,361302,PANEL AND DISTRIBUTION BOARDS AND OTHER RELATED APPARATUS
361303,361303,FUSES AND FUSE EQUIPMENT
361399,361399,"SWITCHGEAR AND SWITCHBOARD APPARATUS, NEC"
362100,362100,MOTORS AND GENERATORS
362101,362101,ELECTRIC MOTOR AND GENERATOR PARTS
362102,362102,ELECTRIC MOTOR AND GENERATOR AUXILLARY PARTS
362103,362103,CONTROL EQUIPMENT FOR ELECTRIC BUSES AND LOCOMOTIVES
362199,362199,"MOTORS AND GENERATORS, NEC"
362400,362400,CARBON AND GRAPHITE PRODUCTS
362499,362499,"CARBON AND GRAPHITE PRODUCTS, NEC"
362500,362500,RELAYS AND INDUSTRIAL CONTROLS
362501,362501,MOTOR CONTROLS AND ACCESSORIES
362502,362502,INDUSTRIAL ELECTRICAL RELAYS AND SWITCHES
362599,362599,"RELAYS AND INDUSTRIAL CONTROLS, NEC"
362900,362900,"ELECTRICAL INDUSTRIAL APPARATUS, NEC"
362901,362901,ELECTRONIC GENERATION EQUIPMENT
362902,362902,CAPACITORS AND CONDENSERS
362999,362999,"ELECTRICAL INDUSTRIAL APPARATUS, NEC, NEC"
363100,363100,HOUSEHOLD COOKING EQUIPMENT
363101,363101,INDOOR COOKING EQUIPMENT
363199,363199,"HOUSEHOLD COOKING EQUIPMENT, NEC"
363200,363200,HOUSEHOLD REFRIGERATORS AND FREEZERS
363299,363299,"HOUSEHOLD REFRIGERATORS AND FREEZERS, NEC"
363300,363300,HOUSEHOLD LAUNDRY EQUIPMENT
363301,363301,"HOUSEHOLD LAUNDRY MACHINES, INCLUDING COIN-OPERATED"
363399,363399,"HOUSEHOLD LAUNDRY EQUIPMENT, NEC"
363400,363400,ELECTRIC HOUSEWARES AND FANS
363401,363401,ELECTRIC HOUSEHOLD COOKING APPLIANCES
363402,363402,ELECTRIC HOUSEHOLD COOKING UTENSILS
363403,363403,"ELECTRIC HOUSEHOLD FANS, HEATERS, AND HUMIDIFIERS"
363404,363404,"HOUSEWARES, EXCLUDING COOKING APPLIANCES AND UTENSILS"
363405,363405,PERSONAL ELECTRICAL APPLIANCES
363500,363500,HOUSEHOLD VACUUM CLEANERS
363599,363599,"HOUSEHOLD VACUUM CLEANERS, NEC"
363900,363900,"HOUSEHOLD APPLIANCES, NEC"
363901,363901,"MAJOR KITCHEN APPLIANCES, EXCEPT REFRIGERATORS AND STOVES"
363902,363902,SEWING EQUIPMENT
363999,363999,"HOUSEHOLD APPLIANCES, NEC, NEC"
364100,364100,ELECTRIC LAMPS
364101,364101,ELECTRIC LAMPS AND PARTS FOR GENERALIZED APPLICATIONS
364102,364102,ELECTRIC LAMPS AND PARTS FOR SPECIALIZED APPLICATIONS
364300,364300,CURRENT-CARRYING WIRING DEVICES
364301,364301,POWER OUTLETS AND SOCKETS
364302,364302,ELECTRIC SWITCHES
364303,364303,ELECTRIC CONNECTORS
364399,364399,"CURRENT-CARRYING WIRING DEVICES, NEC"
364400,364400,NONCURRENT-CARRYING WIRING DEVICES
364401,364401,"ELECTRIC OUTLET, SWITCH, AND FUSE BOXES"
364402,364402,ELECTRIC CONDUITS AND FITTINGS
364499,364499,"NONCURRENT-CARRYING WIRING DEVICES, NEC"
364500,364500,RESIDENTIAL LIGHTING FIXTURES
364501,364501,LAMP AND LIGHT SHADES
364599,364599,"RESIDENTIAL LIGHTING FIXTURES, NEC"
364600,364600,COMMERCIAL LIGHTING FIXTURES
364699,364699,"COMMERCIAL LIGHTING FIXTURES, NEC"
364700,364700,VEHICULAR LIGHTING EQUIPMENT
364701,364701,MOTOR VEHICLE LIGHTING EQUIPMENT
364799,364799,"VEHICULAR LIGHTING EQUIPMENT, NEC"
364800,364800,"LIGHTING EQUIPMENT, NEC"
364801,364801,OUTDOOR LIGHTING EQUIPMENT
364802,364802,STAGE LIGHTING EQUIPMENT
364899,364899,"LIGHTING EQUIPMENT, NEC, NEC"
365100,365100,HOUSEHOLD AUDIO AND VIDEO EQUIPMENT
365101,365101,HOUSEHOLD AUDIO EQUIPMENT
365102,365102,HOUSEHOLD VIDEO EQUIPMENT
365199,365199,"HOUSEHOLD AUDIO AND VIDEO EQUIPMENT, NEC"
365200,365200,PRERECORDED RECORDS AND TAPES
365299,365299,"PRERECORDED RECORDS AND TAPES, NEC"
366100,366100,TELEPHONE AND TELEGRAPH APPARATUS
366101,366101,TELEPHONES AND TELEPHONE APPARATUS
366102,366102,TELEGRAPH AND RELATED APPARATUS
366199,366199,"TELEPHONE AND TELEGRAPH APPARATUS, NEC"
366300,366300,RADIO AND T.V. COMMUNICATIONS EQUIPMENT
366301,366301,RADIO BROADCASTING AND COMMUNICATIONS EQUIPMENT
366302,366302,TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
366399,366399,"RADIO AND T.V. COMMUNICATIONS EQUIPMENT, NEC"
366900,366900,"COMMUNICATIONS EQUIPMENT, NEC"
366901,366901,EMERGENCY ALARMS
366902,366902,TRANSPORTATION SIGNALING DEVICES
366999,366999,"COMMUNICATIONS EQUIPMENT, NEC, NEC"
367100,367100,ELECTRON TUBES
367101,367101,"CATHODE RAY TUBES, INCLUDING REBUILT"
367102,367102,"TRANSMITTAL, INDUSTRIAL AND SPECIAL PURPOSE ELECTRON TUBES"
367200,367200,PRINTED CIRCUIT BOARDS
367299,367299,"PRINTED CIRCUIT BOARDS, NEC"
367400,367400,SEMICONDUCTORS AND RELATED DEVICES
367401,367401,SEMICONDUCTOR DIODES AND RECTIFIERS
367402,367402,"INTEGRATED CIRCUITS, SEMICONDUCTOR NETWORKS, ETC."
367403,367403,LIGHT SENSITIVE DEVICES
367404,367404,RADIATION SENSORS
367499,367499,"SEMICONDUCTORS AND RELATED DEVICES, NEC"
367500,367500,ELECTRONIC CAPACITORS
367599,367599,"ELECTRONIC CAPACITORS, NEC"
367600,367600,ELECTRONIC RESISTORS
367699,367699,"ELECTRONIC RESISTORS, NEC"
367700,367700,ELECTRONIC COILS AND TRANSFORMERS
367701,367701,ELECTRONIC TRANSFORMERS
367799,367799,"ELECTRONIC COILS AND TRANSFORMERS, NEC"
367800,367800,ELECTRONIC CONNECTORS
367900,367900,"ELECTRONIC COMPONENTS, NEC"
367901,367901,ELECTRONIC CIRCUITS
367902,367902,"RECORDING AND PLAYBACK APPARATUS, INCLUDING PHONOGRAPH"
367903,367903,ELECTRONIC LOADS AND POWER SUPPLIES
367904,367904,ELECTRONIC CRYSTALS
367905,367905,ELECTRONIC SWITCHES
367999,367999,"ELECTRONIC COMPONENTS, NEC, NEC"
369100,369100,STORAGE BATTERIES
369199,369199,"STORAGE BATTERIES, NEC"
369200,369200,"PRIMARY BATTERIES, DRY AND WET"
369299,369299,"PRIMARY BATTERIES, DRY AND WET, NEC"
369400,369400,ENGINE ELECTRICAL EQUIPMENT
369401,369401,BATTERY CHARGING ALTERNATORS AND GENERATORS
369402,369402,IGNITION APPARATUS AND DISTRIBUTORS
369499,369499,"ENGINE ELECTRICAL EQUIPMENT, NEC"
369500,369500,MAGNETIC AND OPTICAL RECORDING MEDIA
369501,369501,MAGNETIC DISKS AND DRUMS
369502,369502,MAGNETIC TAPE
369599,369599,"MAGNETIC AND OPTICAL RECORDING MEDIA, NEC"
369900,369900,"ELECTRICAL EQUIPMENT AND SUPPLIES, NEC"
369901,369901,HIGH-ENERGY PARTICLE PHYSICS EQUIPMENT
369902,369902,ELECTRICAL WELDING EQUIPMENT
369903,369903,ELECTRONIC TRAINING DEVICES
369904,369904,ELECTRIC SOUND EQUIPMENT
369905,369905,SECURITY DEVICES
369906,369906,HOUSEHOLD ELECTRICAL EQUIPMENT
369999,369999,"ELECTRICAL EQUIPMENT AND SUPPLIES, NEC, NEC"
371100,371100,MOTOR VEHICLES AND CAR BODIES
371101,371101,"AUTOMOBILE ASSEMBLY, INCLUDING SPECIALTY AUTOMOBILES"
371102,371102,TRUCK AND TRACTOR TRUCK ASSEMBLY
