Publisher ID,Source ID,Hospital Name,Hospital Name Normalized,Hospital CCN,Hospital ID,Street,City,State,Zip,Country
HCO_HCP,692,Genesys Regional Medical Center,GENESYS REGIONAL MEDICAL CENTER,230197,511,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,693,Henry Ford Health System,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,694,St. Luke'S Episcopal Hospital,ST LUKES EPISCOPAL HOSPITAL,450193,915,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,695,ABINGTON MEMORIAL HOSPITAL,ABINGTON MEMORIAL HOSPITAL,390231,223,110 LONGWOOD AVE,ROCKLEDGE,FL,329552828,US
HCO_HCP,696,VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,440039,800,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,697,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,390111,237,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,698,"North Mississippi Medical Center, Inc.",NORTH MISSISSIPPI MEDICAL CENTER,250004,846,PO BOX 289,MARKS,MS,386460289,US
HCO_HCP,699,Lenox Hill Hospital,LENOX HILL HOSPITAL,330119,101,8000C DERRY ST,HARRISBURG,PA,171115200,US
HCO_HCP,7,The Nemours Foundation,THE NEMOURS FOUNDATION,83300,749,2740 S ELM AVE RM 2,FRESNO,CA,937065435,US
HCO_HCP,70,"GREATER BALTIMORE MEDICAL CENTER, INC.",GREATER BALTIMORE MEDICAL CENTER,210044,665,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,700,LENOX HILL HOSPITAL,LENOX HILL HOSPITAL,330119,101,8000C DERRY ST,HARRISBURG,PA,171115200,US
HCO_HCP,701,REGENTS OF THE UNIVERSITY OF MICHIGAN,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,702,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,340061,710,116 S STERLING ST STE 205,MORGANTON,NC,286553445,US
HCO_HCP,703,DANA FARBER CANCER INSTITUTE,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,704,DANA FARBER CANCER INSTITUTE,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,705,SPARTANBURG REGIONAL MEDICAL CENTER,SPARTANBURG REGIONAL MEDICAL CENTER,420007,722,PO BOX 23319,NEW YORK,NY,100874319,US
HCO_HCP,706,SPARTANBURG REGIONAL MEDICAL CENTER,SPARTANBURG REGIONAL MEDICAL CENTER,420007,722,PO BOX 23319,NEW YORK,NY,100874319,US
HCO_HCP,707,Trinity Hospitals,TRINITY HOSPITALS,350006,568,4302 ALTON RD,MIAMI BEACH,FL,331402891,US
HCO_HCP,708,MONTEFIORE MEDICAL CENTER,MONTEFIORE MEDICAL CENTER,330059,105,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,709,"CAPITAL HEALTH SYSTEM, INC.",CAPITAL HEALTH SYSTEM,310092,215,3450 LACEY RD,DOWNERS GROVE,IL,605155430,US
HCO_HCP,71,MONTEFIORE MEDICAL CENTER,MONTEFIORE MEDICAL CENTER,330059,105,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,710,Children'S Hospital Medical Center,CHILDRENS HOSPITAL MEDICAL CENTER,363300,336,PO BOX 776,SOUTH BOSTON,VA,245920776,US
HCO_HCP,711,Robert Packer Hospital,ROBERT PACKER HOSPITAL,390079,264,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,712,UNIVERSITY OF CALIFORNIA - SAN FRANCISCO,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,54144,1119,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,713,Greenville Hospital System,GREENVILLE HOSPITAL SYSTEM,420102,726,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,714,Henry Ford Health System,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,715,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,340061,710,116 S STERLING ST STE 205,MORGANTON,NC,286553445,US
HCO_HCP,716,STATE OF OKLAHOMA,STATE OF OKLAHOMA,374000,904,2220 W IOWA AVE,CHICKASHA,OK,730182738,US
HCO_HCP,717,SOUTH BROWARD HOSPITAL DISTRICT,SOUTH BROWARD HOSPITAL DISTRICT,100038,777,660 S 21ST ST,IRVINGTON,NJ,071114109,US
HCO_HCP,718,Florida Health Sciences Center Inc,FLORIDA HEALTH SCIENCES CENTER,100128,773,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,719,University Of Texas M. D. Anderson Cancer Center,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,72,Montefiore Medical Center,MONTEFIORE MEDICAL CENTER,330059,105,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,720,Henry Ford Health System,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,721,Dana Farber Cancer Institute,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,722,THE TOLEDO HOSPITAL,THE TOLEDO HOSPITAL,360068,391,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,723,Children'S Hospital Medical Center,CHILDRENS HOSPITAL MEDICAL CENTER,363300,336,PO BOX 776,SOUTH BOSTON,VA,245920776,US
HCO_HCP,724,Vanderbilt University,VANDERBILT UNIVERSITY,440039,800,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,725,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,260141,596,303 N KEENE ST,COLUMBIA,MO,652017193,US
HCO_HCP,726,Catholic Health Initiatives Iowa Corp,CATHOLIC HEALTH INITIATIVES IOWA,160083,572,800 S FILLMORE ST,OSCEOLA,IA,502131694,US
HCO_HCP,727,The Miriam Hospital,THE MIRIAM HOSPITAL,410012,40,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,728,TUFTS MEDICAL CENTER,TUFTS MEDICAL CENTER,220116,36,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,729,TUFTS MEDICAL CENTER,TUFTS MEDICAL CENTER,220116,36,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,73,THE QUEEN'S MEDICAL CENTER,THE QUEENS MEDICAL CENTER,120001,1162,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,730,Tufts Medical Center,TUFTS MEDICAL CENTER,220116,36,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,731,Seton Family of Hospitals,SETON FAMILY OF HOSPITALS,454029,910,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,732,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,733,Hartford Hospital,HARTFORD HOSPITAL,70025,49,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,734,University Of Texas M. D. Anderson Cancer Center,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,735,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,140150,481,PO BOX 158,HARDIN,IL,620470158,US
HCO_HCP,736,Regents of the University of California,REGENTS OF THE UNIVERSITY OF CALIFORNIA,50599,1120,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,737,BAPTIST HEALTH MADISONVILLE INC,BAPTIST HEALTH MADISONVILLE,180093,786,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,738,City Of Hope National Medical Center,CITY OF HOPE NATIONAL MEDICAL CENTER,50146,1128,8111 S EMERSON AVE,INDIANAPOLIS,IN,462378601,US
HCO_HCP,739,EMORY UNIVERSITY,EMORY UNIVERSITY,110010,729,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,74,Mary Hitchcock Memorial Hospital,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,5,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,740,The Children'S Medical Center,THE CHILDRENS MEDICAL CENTER,363306,333,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,741,Central Maine Medical Center,CENTRAL MAINE MEDICAL CENTER,200024,1,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,742,Fairview Hospital,FAIRVIEW HOSPITAL,360077,371,150 STATE ST,ROCHESTER,NY,146141353,US
HCO_HCP,743,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,744,Saint Joseph Health System Inc,SAINT JOSEPH HEALTH SYSTEM,180010,793,2740 S ELM AVE RM 2,FRESNO,CA,937065435,US
HCO_HCP,745,UNIV OF MED & DENT OF NJ,UNIV OF MED AND DENT OF NJ,310119,202,80 COTTONTAIL LN,SOMERSET,NJ,88731100,US
HCO_HCP,746,Saint Joseph Health System Inc,SAINT JOSEPH HEALTH SYSTEM,180010,793,2740 S ELM AVE RM 2,FRESNO,CA,937065435,US
HCO_HCP,747,SAINT JOSEPH HEALTH SYSTEM INC,SAINT JOSEPH HEALTH SYSTEM,180010,793,2740 S ELM AVE RM 2,FRESNO,CA,937065435,US
HCO_HCP,748,SEATTLE CHILDREN'S HOSPITAL,SEATTLE CHILDRENS HOSPITAL,503300,1025,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,749,Good Samaritan Hospital,GOOD SAMARITAN HOSPITAL,50471,1127,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,75,Beth Israel Deaconess Medical Center,BETH ISRAEL DEACONESS MEDICAL CENTER,220086,16,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,750,H. Lee Moffitt Cancer Center And Research Institute Hospital,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE HOSPITAL,100271,771,PO BOX 989,EDEN,TX,768370989,US
HCO_HCP,751,"Roswell Park Cancer Institute, Inc",ROSWELL PARK CANCER INSTITUTE,330354,162,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,752,Memorial Hospital For Cancer & Allied Diseases,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,330154,102,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,753,REGENTS OF THE UNIVERSITY OF MICHIGAN,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,754,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,755,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,RECTOR AND VISITORS OF THE UNIVERSITY OF VIRGINIA,490009,692,PO BOX 776,SOUTH BOSTON,VA,245920776,US
HCO_HCP,756,Vanderbilt University,VANDERBILT UNIVERSITY,440039,800,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,757,Barbara Ann Karmanos Cancer Hospital,BARBARA ANN KARMANOS CANCER HOSPITAL,230297,164,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,758,City Of Hope National Medical Center,CITY OF HOPE NATIONAL MEDICAL CENTER,50146,1128,8111 S EMERSON AVE,INDIANAPOLIS,IN,462378601,US
HCO_HCP,759,Anmed Health,ANMED HEALTH,420027,719,PO BOX 100174,COLUMBIA,SC,292023174,US
HCO_HCP,76,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PA,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PA,390156,229,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,760,University Of Texas M. D. Anderson Cancer Center,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,761,Spectrum Health Hospitals,SPECTRUM HEALTH HOSPITALS,230038,495,1625 RADIO DR STE 250,WOODBURY,MN,551259477,US
HCO_HCP,762,Spectrum Health Hospitals,SPECTRUM HEALTH HOSPITALS,230038,495,1625 RADIO DR STE 250,WOODBURY,MN,551259477,US
HCO_HCP,763,CONNECTICUT CHILDREN'S MEDICAL CENTER,CONNECTICUT CHILDRENS MEDICAL CENTER,73300,52,27 NAEK RD,VERNON,CT,060663965,US
HCO_HCP,764,Sentara Hospitals,SENTARA HOSPITALS,490007,684,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,765,"Orlando Health, Inc.",ORLANDO HEALTH,100006,764,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,766,UC REGENTS MAXILLOFACIAL PROSTHETICS CLINIC,UC REGENTS MAXILLOFACIAL PROSTHETICS CLINIC,54009,1160,1514 E KALEY ST,ORLANDO,FL,328064145,US
HCO_HCP,767,Mary Hitchcock Memorial Hospital,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,5,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,768,Children'S Health Care,CHILDRENS HEALTH CARE,243302,566,3316 WILLIAMS DR STE 150,GEORGETOWN,TX,786282891,US
HCO_HCP,769,The Milton S Hershey Medical Center,THE MILTON S HERSHEY MEDICAL CENTER,390256,288,4624 S HOLLADAY BLVD STE 201,SALT LAKE CITY,UT,841177168,US
HCO_HCP,77,Scripps Health,SCRIPPS HEALTH,50424,1130,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,770,Mount Clemens Regional Medical Center,MOUNT CLEMENS REGIONAL MEDICAL CENTER,230227,485,45 N 1ST E,PRESTON,ID,832631325,US
HCO_HCP,771,MOUNT CLEMENS REGIONAL MEDICAL CENTER,MOUNT CLEMENS REGIONAL MEDICAL CENTER,230227,485,45 N 1ST E,PRESTON,ID,832631325,US
HCO_HCP,772,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,340061,710,116 S STERLING ST STE 205,MORGANTON,NC,286553445,US
HCO_HCP,773,Sutter West Bay Hospitals,SUTTER WEST BAY HOSPITALS,50047,1053,150 STATE ST,ROCHESTER,NY,146141353,US
HCO_HCP,774,"Piedmont Hospital, Inc.",PIEDMONT HOSPITAL,110083,728,9375 DIELMAN INDUSTRIAL DR,OLIVETTE,MO,631322212,US
HCO_HCP,775,New York Methodist Hospital,NEW YORK METHODIST HOSPITAL,330236,74,PO BOX 2000,HUDSON,NY,125342000,US
HCO_HCP,776,University Of Texas Health Science Center At Houston,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,454076,973,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,777,Suny Health Science Center At Syracuse,SUNY HEALTH SCIENCE CENTER AT SYRACUSE,330241,160,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,778,DANA FARBER CANCER INSTITUTE,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,779,Oregon Health & Science University,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,78,Mcleod Regional Medical Center Of The Pee Dee,MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE,420051,720,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,780,Carolinas Medical Center,CAROLINAS MEDICAL CENTER,340113,711,100 E CARROLL ST,SALISBURY,MD,218015422,US
HCO_HCP,781,NEW YORK METHODIST HOSPITAL,NEW YORK METHODIST HOSPITAL,330236,74,PO BOX 2000,HUDSON,NY,125342000,US
HCO_HCP,782,Barbara Ann Karmanos Cancer Hospital,BARBARA ANN KARMANOS CANCER HOSPITAL,230297,164,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,783,BARBARA ANN KARMANOS CANCER HOSPITAL,BARBARA ANN KARMANOS CANCER HOSPITAL,230297,164,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,784,Barbara Ann Karmanos Cancer Hospital,BARBARA ANN KARMANOS CANCER HOSPITAL,230297,164,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,785,Barbara Ann Karmanos Cancer Hospital,BARBARA ANN KARMANOS CANCER HOSPITAL,230297,164,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,786,State Of Mississippi - University Of Mississippi Medical Center,STATE OF MISSISSIPPI UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,250001,849,PO BOX 289,MARKS,MS,386460289,US
HCO_HCP,787,Phoenix Children'S Hospital,PHOENIX CHILDRENS HOSPITAL,33302,1013,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,788,City Of Hope National Medical Center,CITY OF HOPE NATIONAL MEDICAL CENTER,50146,1128,8111 S EMERSON AVE,INDIANAPOLIS,IN,462378601,US
HCO_HCP,789,University Of Texas M. D. Anderson Cancer Center,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,79,OREGON HEALTH & SCIENCE UNIVERSITY,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,790,Henry Ford Health System,HENRY FORD HEALTH SYSTEM,230053,486,2110 LEITER RD,MIAMISBURG,OH,453423598,US
HCO_HCP,791,TEXAS CHILDREN'S HOSPITAL,TEXAS CHILDRENS HOSPITAL,453304,907,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,792,Univ Of Med & Dent Of Nj,UNIV OF MED AND DENT OF NJ,310119,202,80 COTTONTAIL LN,SOMERSET,NJ,88731100,US
HCO_HCP,793,St. Barnabas Hospital Mental Inpatient,ST BARNABAS HOSPITAL MENTAL INPATIENT,330399,108,8831 SATYR HILL RD STE 100,PARKVILLE,MD,212342355,US
HCO_HCP,794,UNIVERSITY OF ROCHESTER,UNIVERSITY OF ROCHESTER,330285,156,5151 MONROE ST,TOLEDO,OH,436233462,US
HCO_HCP,795,REGENTS OF THE UNIVERSITY OF CALIFORNIA,REGENTS OF THE UNIVERSITY OF CALIFORNIA,50599,1120,400 PARNASSUS AVE,SAN FRANCISCO,CA,941432202,US
HCO_HCP,796,University Of California - San Francisco,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,54144,1119,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,797,WEST VIRGINIA UNIVERSITY HOSPITALS INC,WEST VIRGINIA UNIVERSITY HOSPITALS,510001,699,PO BOX 776,SOUTH BOSTON,VA,245920776,US
HCO_HCP,798,Medical University Of Ohio At Toledo,MEDICAL UNIVERSITY OF OHIO AT TOLEDO,360048,377,11369 MARKET ST,NORTH LIMA,OH,444529782,US
HCO_HCP,799,Barbara Ann Karmanos Cancer Hospital,BARBARA ANN KARMANOS CANCER HOSPITAL,230297,164,800 SCENIC DR,MODESTO,CA,953506131,US
HCO_HCP,8,Children'S Health Care,CHILDRENS HEALTH CARE,243302,566,3316 WILLIAMS DR STE 150,GEORGETOWN,TX,786282891,US
HCO_HCP,80,Mary Hitchcock Memorial Hospital,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,5,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,800,Suny Health Science Center At Syracuse,SUNY HEALTH SCIENCE CENTER AT SYRACUSE,330241,160,1285 FLAMINGO DR,LANTANA,FL,334621507,US
HCO_HCP,801,"Parkview Hospital, Inc.",PARKVIEW HOSPITAL,150021,398,410 N MAIN ST,RUSSELL,KS,676652759,US
HCO_HCP,802,Allina Health System,ALLINA HEALTH SYSTEM,240038,454,1625 RADIO DR STE 250,WOODBURY,MN,551259477,US
HCO_HCP,803,Fairview Health Services,FAIRVIEW HEALTH SERVICES,240080,562,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,804,Dana Farber Cancer Institute,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,805,CARILION MEDICAL CENTER,CARILION MEDICAL CENTER,490024,675,1917 FRANKLIN RD SW,ROANOKE,VA,240141103,US
HCO_HCP,806,Emory University,EMORY UNIVERSITY,110010,729,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,807,Regents Of The University Of Michigan,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,808,VHS DETROIT RECEIVING HOSPITAL INC,VHS DETROIT RECEIVING HOSPITAL,230273,318,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,809,Healtheast St. Joseph'S Hospital,HEALTHEAST ST JOSEPHS HOSPITAL,240063,554,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,81,Mary Hitchcock Memorial Hospital,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,5,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,810,Memorial Healthcare Group Inc,MEMORIAL HEALTHCARE GROUP,100179,772,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,811,Memorial Hospital For Cancer & Allied Diseases,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,330154,102,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,812,Oregon Health & Science University,OREGON HEALTH AND SCIENCE UNIVERSITY,380009,1050,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195754,US
HCO_HCP,813,Saint Michael'S Medical Center,SAINT MICHAELS MEDICAL CENTER,310096,297,80 COTTONTAIL LN STE 330,SOMERSET,NJ,88731100,US
HCO_HCP,814,University Of Southern California,UNIVERSITY OF SOUTHERN CALIFORNIA,50660,1123,3400 S CLARK ST APT 1004,ARLINGTON,VA,222024063,US
HCO_HCP,815,Borgess Medical Center,BORGESS MEDICAL CENTER,230117,494,PO BOX 1058,GROVE CITY,PA,161275058,US
HCO_HCP,816,Cape Cod Healthcare Inc,CAPE COD HEALTHCARE,220012,11,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,817,Memorial Hospital For Cancer & Allied Diseases,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,330154,102,4901 SPRING ST,MOUNT PLEASANT,WI,534062901,US
HCO_HCP,818,Upmc Hamot,UPMC HAMOT,390063,271,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,819,Vhs Harper Hutzel Hospital Inc,VHS HARPER HUTZEL HOSPITAL,230104,317,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,82,Shands Teaching Hospital And Clinics Inc,SHANDS TEACHING HOSPITAL AND CLINICS,100113,766,501 COURT ST,ROCKWELL CITY,IA,505791417,US
HCO_HCP,820,H. Lee Moffitt Cancer Center And Research Institute Hospital,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE HOSPITAL,100271,771,PO BOX 989,EDEN,TX,768370989,US
HCO_HCP,821,H. LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE HOSPITAL,H LEE MOFFITT CANCER CENTER AND RESEARCH INSTITUTE HOSPITAL,100271,771,PO BOX 989,EDEN,TX,768370989,US
HCO_HCP,822,Humility Of Mary Health Partners,HUMILITY OF MARY HEALTH PARTNERS,360064,361,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,823,University Of Washington,UNIVERSITY OF WASHINGTON,500008,1039,1520 EASTLAKE AVE E,SEATTLE,WA,981023748,US
HCO_HCP,824,MONTEFIORE MEDICAL CENTER,MONTEFIORE MEDICAL CENTER,330059,105,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,825,Regents Of The University Of Michigan,REGENTS OF THE UNIVERSITY OF MICHIGAN,230046,528,6 PARKLANE BLVD STE 525,DEARBORN,MI,481264210,US
HCO_HCP,826,RIVERSIDE HOSPITAL INC,RIVERSIDE HOSPITAL,490052,654,6077 PRIMACY PKWY STE 140,MEMPHIS,TN,381195742,US
HCO_HCP,827,COVENANT HEALTH SYSTEM,COVENANT HEALTH SYSTEM,450040,956,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,828,University Of Texas M. D. Anderson Cancer Center,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,829,ADVOCATE HEALTH AND HOSPITALS CORPORATION,ADVOCATE HEALTH AND HOSPITALS,140127,427,4624 S HOLLADAY BLVD STE 201,SALT LAKE CITY,UT,841177168,US
HCO_HCP,83,Adventist Hinsdale Hospital,ADVENTIST HINSDALE HOSPITAL,140122,442,1341 W MOCKINGBIRD LN STE 600W,DALLAS,TX,752476904,US
HCO_HCP,830,Winthrop University Hospital Association,WINTHROP UNIVERSITY HOSPITAL,330167,76,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,831,UNIVERSITY OF TEXAS M. D. ANDERSON CANCER CENTER,UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,450076,933,2801 NETWORK BLVD STE 505,FRISCO,TX,750341895,US
HCO_HCP,832,Winthrop University Hospital Association,WINTHROP UNIVERSITY HOSPITAL,330167,76,13 ROSZEL RD STE B110,PRINCETON,NJ,85406211,US
HCO_HCP,833,University Of Washington,UNIVERSITY OF WASHINGTON,500008,1039,1520 EASTLAKE AVE E,SEATTLE,WA,981023748,US
HCO_HCP,834,The Mount Sinai Hospital.,THE MOUNT SINAI HOSPITAL,330024,103,1370 PANTHEON WAY STE 250,SAN ANTONIO,TX,782322290,US
HCO_HCP,835,Dana Farber Cancer Institute,DANA FARBER CANCER INSTITUTE,220162,19,101 E STATE ST,KENNETT SQUARE,PA,193483109,US
HCO_HCP,836,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,460009,1017,4624 S HOLLADAY BLVD STE 201,SALT LAKE CITY,UT,841177168,US
HCO_HCP,837,University of Utah,UNIVERSITY OF UTAH,460009,1017,4624 S HOLLADAY BLVD STE 201,SALT LAKE CITY,UT,841177168,US
