id,description,raw_icd9_code,is_industry_std,fdn_parenticd9
790.91,Abnormal arterial blood gases,790.91,,790.9
790.92,Abnormal coagulation profile,790.92,,790.9
790.93,Elevated prostate specific antigen [PSA],790.93,,790.9
790.94,Euthyroid sick syndrome,790.94,,790.9
790.95,Elevated C-reactive protein (CRP),790.95,,790.9
790.99,Other,790.99,,790.9
791,Nonspecific findings on examination of urine,791,,790-796
791.1,Chyluria,791.1,,791
791.2,Hemoglobinuria,791.2,,791
791.3,Myoglobinuria,791.3,,791
791.4,Biliuria,791.4,,791
791.5,Glycosuria,791.5,,791
791.6,Acetonuria,791.6,,791
791.7,Other cells and casts in urine,791.7,,791
791.9,Other nonspecific findings on examination of urine,791.9,,791
792,Nonspecific abnormal findings in other body substances,792,,790-796
792.1,Stool contents,792.1,,792
792.2,Semen,792.2,,792
792.3,Amniotic fluid,792.3,,792
792.4,Saliva,792.4,,792
792.5,Cloudy (hemodialysis) (peritoneal) dialysis effluent,792.5,,792
792.9,Other nonspecific abnormal findings in body substances,792.9,,792
793,Nonspecific abnormal findings on radiological and other examination of body structure,793,,790-796
793.1,Lung field,793.1,,793
793.2,Other intrathoracic organ,793.2,,793
793.3,Biliary tract,793.3,,793
793.4,Gastrointestinal tract,793.4,,793
793.5,Genitourinary organs,793.5,,793
793.6,"Abdominal area, including retroperitoneum",793.6,,793
793.7,Musculoskeletal system,793.7,,793
793.8,Breast,793.8,,793
793.81,Mammographic microcalcification,793.81,,793.8
793.89,Other abnormal findings on radiological examination of breast,793.89,,793.8
793.9,Other,793.9,,793
793.91,Image test inconclusive due to excess body fat,793.91,,793.9
793.99,Other nonspecific abnormal findings on radiological and other examinations of body structure,793.99,,793.9
794,Nonspecific abnormal results of function studies,794,,790-796
794.01,Abnormal echoencephalogram,794.01,,794
794.02,Abnormal electroencephalogram [EEG],794.02,,794
794.09,Other,794.09,,794
794.1,Peripheral nervous system and special senses,794.1,,794
794.11,Abnormal retinal function studies,794.11,,794.1
794.12,Abnormal electro-oculogram [EOG],794.12,,794.1
794.13,Abnormal visually evoked potential,794.13,,794.1
794.14,Abnormal oculomotor studies,794.14,,794.1
794.15,Abnormal auditory function studies,794.15,,794.1
794.16,Abnormal vestibular function studies,794.16,,794.1
794.17,Abnormal electromyogram [EMG],794.17,,794.1
794.19,Other,794.19,,794.1
794.2,Pulmonary,794.2,,794
794.3,Cardiovascular,794.3,,794
794.31,Abnormal electrocardiogram [ECG] [EKG],794.31,,794.3
794.39,Other,794.39,,794.3
794.4,Kidney,794.4,,794
794.5,Thyroid,794.5,,794
794.6,Other endocrine function study,794.6,,794
794.7,Basal metabolism,794.7,,794
794.8,Liver,794.8,,794
794.9,Other,794.9,,794
795,"Other and nonspecific abnormal cytological, histological, immunological and DNA test findings",795,,790-796
795.01,Papanicolaou smear of cervix with atypical squamous cells of undetermined significance (ASC-US),795.01,,795
795.02,Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),795.02,,795
795.03,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL),795.03,,795
795.04,Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL),795.04,,795
795.05,Cervical high risk human papillomavirus (HPV) DNA test positive,795.05,,795
795.06,Papanicolaou smear of cervix with cytologic evidence of malignancy,795.06,,795
795.07,Satisfactory cervical smear but lacking transformation zone,795.07,,795
795.08,Unsatisfactory cervical cytology smear,795.08,,795
795.09,Other abnormal Papanicolaou smear of cervix and cervical HPV,795.09,,795
795.1,Abnormal Papanicolaou smear of vagina and vaginal HPV,795.1,,795
795.11,Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US),795.11,,795.1
795.12,Papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),795.12,,795.1
795.13,Papanicolaou smear of vagina with low grade squamous intraepithelial lesion (LGSIL),795.13,,795.1
795.14,Papanicolaou smear of vagina with high grade squamous intraepithelial lesion (HGSIL),795.14,,795.1
795.15,Vaginal high risk human papillomavirus (HPV) DNA test positive,795.15,,795.1
795.16,Papanicolaou smear of vagina with cytologic evidence of malignancy,795.16,,795.1
795.18,Unsatisfactory vaginal cytology smear,795.18,,795.1
795.19,Other abnormal Papanicolaou smear of vagina and vaginal HPV,795.19,,795.1
795.2,Nonspecific abnormal findings on chromosomal analysis,795.2,,795
795.3,Nonspecific positive culture findings,795.3,,795
795.31,Nonspecific positive findings for anthrax,795.31,,795.3
795.39,Other nonspecific positive culture findings,795.39,,795.3
795.4,Other nonspecific abnormal histological findings,795.4,,795
795.5,Nonspecific reaction to tuberculin skin test without active tuberculosis,795.5,,795
795.6,False positive serological test for syphilis,795.6,,795
795.7,Other nonspecific immunological findings,795.7,,795
795.71,Nonspecific serologic evidence of human immunodeficiency virus [HIV],795.71,,795.7
795.79,Other and unspecified nonspecific immunological findings,795.79,,795.7
795.8,Abnormal tumor markers,795.8,,795
795.81,Elevated carcinoembryonic antigen [CEA],795.81,,795.8
795.82,Elevated cancer antigen 125 [CA 125],795.82,,795.8
795.89,Other abnormal tumor markers,795.89,,795.8
796,Other nonspecific abnormal findings,796,,790-796
796.1,Abnormal reflex,796.1,,796
796.2,Elevated blood pressure reading without diagnosis of hypertension,796.2,,796
796.3,Nonspecific low blood pressure reading,796.3,,796
796.4,Other abnormal clinical findings,796.4,,796
796.5,Abnormal finding on antenatal screening,796.5,,796
796.6,Abnormal findings on neonatal screening,796.6,,796
796.7,Abnormal cytologic smear of anus and anal HPV,796.7,,796
796.71,Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US),796.71,,796.7
796.72,Papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H),796.72,,796.7
796.73,Papanicolaou smear of anus with low grade squamous intraepithelial lesion (LGSIL),796.73,,796.7
796.74,Papanicolaou smear of anus with high grade squamous intraepithelial lesion (HGSIL),796.74,,796.7
796.75,Anal high risk human papillomavirus (HPV) DNA test positive,796.75,,796.7
796.76,Papanicolaou smear of anus with cytologic evidence of malignancy,796.76,,796.7
796.77,Satisfactory anal smear but lacking transformation zone,796.77,,796.7
796.78,Unsatisfactory anal cytology smear,796.78,,796.7
796.79,Other abnormal Papanicolaou smear of anus and anal HPV,796.79,,796.7
796.9,Other,796.9,,796
797,Senility without mention of psychosis,797,,NO_CODE
798,"Sudden death, cause unknown",798,,NO_CODE
798.1,Instantaneous death,798.1,,798
798.2,"Death occurring in less than 24 hours from onset of symptoms, not otherwise explained",798.2,,798
798.9,Unattended death,798.9,,798
799,Other ill-defined and unknown causes of morbidity and mortality,799,,NO_CODE
799.01,Asphyxia,799.01,,799
799.02,Hypoxemia,799.02,,799
799.1,Respiratory arrest,799.1,,799
799.2,Nervousness,799.2,,799
799.3,"Debility, unspecified",799.3,,799
799.4,Cachexia,799.4,,799
799.8,Other ill-defined conditions,799.8,,799
799.81,Decreased libido,799.81,,799.8
799.89,Other ill-defined conditions,799.89,,799.8
799.9,Other unknown and unspecified cause,799.9,,799
8,Intestinal infections due to other organisms,8,,001-009
8.01,Enteropathogenic E. coli,8.01,,8
8.02,Enterotoxigenic E. coli,8.02,,8
8.03,Enteroinvasive E. coli,8.03,,8
8.04,Enterohemorrhagic E. coli,8.04,,8
8.09,Other intestinal E. coli infections,8.09,,8
8.1,Arizona group of paracolon bacilli,8.1,,8
8.2,Aerobacter aerogenes,8.2,,8
8.3,Proteus (mirabilis) (morganii),8.3,,8
8.4,Other specified bacteria,8.4,,8
8.41,Staphylococcus,8.41,,8.4
8.42,Pseudomonas,8.42,,8.4
8.43,Campylobacter,8.43,,8.4
8.44,Yersinia enterocolitica,8.44,,8.4
8.45,Clostridium difficile,8.45,,8.4
8.46,Other anaerobes,8.46,,8.4
8.47,Other gram-negative bacteria,8.47,,8.4
8.49,Other,8.49,,8.4
8.5,"Bacterial enteritis, unspecified",8.5,,8
8.6,Enteritis due to specified virus,8.6,,8
8.61,Rotavirus,8.61,,8.6
8.62,Adenovirus,8.62,,8.6
8.63,Norwalk virus,8.63,,8.6
8.64,Other small round viruses [SRV's],8.64,,8.6
8.65,Calcivirus,8.65,,8.6
8.66,Astrovirus,8.66,,8.6
8.67,Enterovirus NEC,8.67,,8.6
8.69,Other viral enteritis,8.69,,8.6
8.8,"Other organism, not elsewhere classified",8.8,,8
80,Louse-borne [epidemic] typhus,80,,NO_CODE
800,Fracture of vault of skull,800,,800-829
800-804,FRACTURE OF SKULL,800-804,,800-999
800-829,FRACTURES,800-829,,800-999
800-999,INJURY AND POISONING,800-999,,
800.1,Closed with cerebral laceration and contusion,800.1,,800
800.2,"Closed wtih subarachnoid, subdural, and extradural hemorrhage",800.2,,800
800.3,Closed with other and unspecified intracranial hemorrhage,800.3,,800
800.4,Closed with intracranialinjury of other and unspecified nature,800.4,,800
800.5,Open without mention of intracranial injury,800.5,,800
800.6,Open with cerebral laceration and contusion,800.6,,800
800.7,"Open with subarachnoid, subdural, and extradural hemorrhage",800.7,,800
800.8,Open with other and unspecified intracranial hemorrhage,800.8,,800
800.9,Open with intracranial injury of other and unspecified nature,800.9,,800
801,Fracture of base of skull,801,,800-829
801.1,Closed with cerebral laceration and contusion,801.1,,801
801.2,"Closed with subarachnoid, subdural, and extradural hemorrhage",801.2,,801
801.3,Closed with other and unspecified intracranial hemorrhage,801.3,,801
801.4,Closed with intracranial injury of other and unspecified nature,801.4,,801
801.5,Open without mention of intracranial injury,801.5,,801
801.6,Open with cerebral laceration and contusion,801.6,,801
801.7,"Open with subarachnoid, subdural, and extradural hemorrhage",801.7,,801
801.8,Open with other and unspecified intracranial hemorrhage,801.8,,801
801.9,Open with intracranial injury of other and unspecified nature,801.9,,801
802,Fracture of face bones,802,,800-829
802.1,"Nasal bones, open",802.1,,802
802.2,"Mandible, closed",802.2,,802
802.21,Condylar process,802.21,,802.2
802.22,Subcondylar,802.22,,802.2
802.23,Coronoid process,802.23,,802.2
802.24,"Ramus, unspecified",802.24,,802.2
802.25,Angle of jaw,802.25,,802.2
802.26,Symphysis of body,802.26,,802.2
802.27,Alveolar border of body,802.27,,802.2
802.28,"Body, other and unspecified",802.28,,802.2
802.29,Multiple sites,802.29,,802.2
802.3,"Mandible, open",802.3,,802
802.31,Condylar process,802.31,,802.3
802.32,Subcondylar,802.32,,802.3
802.33,Coronoid process,802.33,,802.3
802.34,"Ramus, unspecified",802.34,,802.3
802.35,Angle of jaw,802.35,,802.3
802.36,Symphysis of body,802.36,,802.3
802.37,Alveolar border of body,802.37,,802.3
802.38,"Body, other and unspecified",802.38,,802.3
802.39,Multiple sites,802.39,,802.3
802.4,"Malar and maxillary bones, closed",802.4,,802
802.5,"Malar and maxillary bones, open",802.5,,802
802.6,"Orbital floor (blow-out), closed",802.6,,802
802.7,"Orbital floor (blow-out), open",802.7,,802
802.8,"Other facial bones, closed",802.8,,802
802.9,"Other facial bones, open",802.9,,802
803,Other and unqualified skull fractures,803,,800-829
803.1,Closed with cerebral laceration and contusion,803.1,,803
803.2,"Closed with subarachnoid, subdural, and extradural hemorrhage",803.2,,803
803.3,Closed with other and unspecified intracranial hemorrhage,803.3,,803
803.4,Closed with intracranial injury of other and unspecified nature,803.4,,803
803.5,Open without mention of intracranial injury,803.5,,803
803.6,Open with cerebral laceration and contusion,803.6,,803
803.7,"Open with subarachnoid, subdural, and extradural hemorrhage",803.7,,803
803.8,Open with other and unspecified intracranial hemorrhage,803.8,,803
803.9,Open with intracranial injury of other and unspecified nature,803.9,,803
804,Multiple fractures involving skull or face with other bones,804,,800-829
804.1,Closed with cerebral laceration and contusion,804.1,,804
804.2,"Closed with subarachnoid, subdural, and extradural hemorrhage",804.2,,804
804.3,Closed with other and unspecified intracranial hemorrhage,804.3,,804
804.4,Closed with intracranialinjury of other and unspecified nature,804.4,,804
804.5,Open without mention of intracranial injury,804.5,,804
804.6,Open with cerebral laceration and contusion,804.6,,804
804.7,"Open with subarachnoid, subdural, and extradural hemorrhage",804.7,,804
804.8,Open with other and unspecified intracranial hemorrhage,804.8,,804
804.9,Open with intracranial injury of other and unspecified nature,804.9,,804
805,Fracture of vertebral column without mention of spinal cord injury,805,,800-829
805-809,FRACTURE OF NECK AND TRUNK,805-809,,800-999
805.1,"Cervical, open",805.1,,805
805.2,"Dorsal [thoracic], closed",805.2,,805
805.3,"Dorsal [thoracic], open",805.3,,805
805.4,"Lumbar, closed",805.4,,805
805.5,"Lumbar, open",805.5,,805
805.6,"Sacrum and coccyx, closed",805.6,,805
805.7,"Sacrum and coccyx, open",805.7,,805
805.8,"Unspecified, closed",805.8,,805
805.9,"Unspecified, open",805.9,,805
806,Fracture of vertebral column with spinal cord injury,806,,800-829
806.01,C 1 -C 4 level with complete lesion of cord,806.01,,806
806.02,C 1 -C 4 level with anterior cord syndrome,806.02,,806
806.03,C 1 -C 4 level with central cord syndrome,806.03,,806
806.04,C 1 -C 4 level with other specified spinal cord injury,806.04,,806
806.05,C 5 -C 7 level with unspecified spinal cord injury,806.05,,806
806.06,C 5 -C 7 level with complete lesion of cord,806.06,,806
806.07,C 5 -C 7 level with anterior cord syndrome,806.07,,806
806.08,C 5 -C 7 level with central cord syndrome,806.08,,806
806.09,C 5 -C 7 level with other specified spinal cord injury,806.09,,806
806.1,"Cervical, open",806.1,,806
806.11,C 1 -C 4 level with complete lesion of cord,806.11,,806.1
806.12,C 1 -C 4 level with anterior cord syndrome,806.12,,806.1
806.13,C 1 -C 4 level with central cord syndrome,806.13,,806.1
806.14,C 1 -C 4 level with other specified spinal cord injury,806.14,,806.1
806.15,C 5 -C 7 level with unspecified spinal cord injury,806.15,,806.1
806.16,C 5 -C 7 level with complete lesion of cord,806.16,,806.1
806.17,C 5 -C 7 level with anterior cord syndrome,806.17,,806.1
806.18,C 5 -C 7 level with central cord syndrome,806.18,,806.1
806.19,C 5 -C 7 level with other specified spinal cord injury,806.19,,806.1
806.2,"Dorsal [thoracic], closed",806.2,,806
806.21,T 1 -T 6 level with complete lesion of cord,806.21,,806.2
806.22,T 1 -T 6 level with anterior cord syndrome,806.22,,806.2
806.23,T 1 -T 6 level with central cord syndrome,806.23,,806.2
806.24,T 1 -T 6 level with other specified spinal cord injury,806.24,,806.2
806.25,T 7 -T 12 level with unspecified spinal cord injury,806.25,,806.2
806.26,T 7 -T 12 level with complete lesion of cord,806.26,,806.2
806.27,T 7 -T 12 level with anterior cord syndrome,806.27,,806.2
806.28,T 7 -T 12 level with central cord syndrome,806.28,,806.2
806.29,T 7 -T 12 level with other specified spinal cord injury,806.29,,806.2
806.3,"Dorsal [thoracic], open",806.3,,806
806.31,T 1 -T 6 level with complete lesion of cord,806.31,,806.3
806.32,T 1 -T 6 level with anterior cord syndrome,806.32,,806.3
806.33,T 1 -T 6 level with central cord syndrome,806.33,,806.3
806.34,T 1 -T 6 level with other specified spinal cord injury,806.34,,806.3
806.35,T 7 -T 12 level with unspecified spinal cord injury,806.35,,806.3
806.36,T 7 -T 12 level with complete lesion of cord,806.36,,806.3
806.37,T 7 -T 12 level with anterior cord syndrome,806.37,,806.3
806.38,T 7 -T 12 level with central cord syndrome,806.38,,806.3
806.39,T 7 -T 12 level with other specified spinal cord injury,806.39,,806.3
806.4,"Lumbar, closed",806.4,,806
806.5,"Lumbar, open",806.5,,806
806.6,"Sacrum and coccyx, closed",806.6,,806
806.61,With complete cauda equina lesion,806.61,,806.6
806.62,With other cauda equina injury,806.62,,806.6
806.69,With other spinal cord injury,806.69,,806.6
806.7,"Sacrum and coccyx, open",806.7,,806
806.71,With complete cauda equina lesion,806.71,,806.7
806.72,With other cauda equina injury,806.72,,806.7
806.79,With other spinal cord injury,806.79,,806.7
806.8,"Unspecified, closed",806.8,,806
806.9,"Unspecified, open",806.9,,806
807,"Fracture of rib(s), sternum, larynx, and trachea",807,,800-829
807.1,"Rib(s), open",807.1,,807
807.2,"Sternum, closed",807.2,,807
807.3,"Sternum, open",807.3,,807
807.4,Flail chest,807.4,,807
807.5,"Larynx and trachea, closed",807.5,,807
807.6,"Larynx and trachea, open",807.6,,807
808,Fracture of pelvis,808,,800-829
808.1,"Acetabulum, open",808.1,,808
808.2,"Pubis, closed",808.2,,808
808.3,"Pubis, open",808.3,,808
808.4,"Other specified part, closed",808.4,,808
808.41,Ilium,808.41,,808.4
808.42,Ischium,808.42,,808.4
808.43,Multiple pelvic fractures with disruption of pelvic circle,808.43,,808.4
808.49,Other,808.49,,808.4
808.5,"Other specified part, open",808.5,,808
808.51,Ilium,808.51,,808.5
808.52,Ischium,808.52,,808.5
808.53,Multiple pelvic fractures with disruption of pelvic circle,808.53,,808.5
808.59,Other,808.59,,808.5
808.8,"Unspecified, closed",808.8,,808
808.9,"Unspecified, open",808.9,,808
809,Ill-defined fractures of bones of trunk,809,,800-829
809.1,"Fracture of bones of trunk, open",809.1,,809
81,Other typhus,81,,NO_CODE
81.1,Brill's disease,81.1,,81
81.2,Scrub typhus,81.2,,81
81.9,"Typhus, unspecified",81.9,,81
810,Fracture of clavicle,810,,800-829
810-819,FRACTURE OF UPPER LIMB,810-819,,800-999
810.1,Open,810.1,,810
811,Fracture of scapula,811,,800-829
811.1,Open,811.1,,811
812,Fracture of humerus,812,,800-829
812.01,Surgical neck,812.01,,812
812.02,Anatomical neck,812.02,,812
812.03,Greater tuberosity,812.03,,812
812.09,Other,812.09,,812
812.1,"Upper end, open",812.1,,812
812.11,Surgical neck,812.11,,812.1
812.12,Anatomical neck,812.12,,812.1
812.13,Greater tuberosity,812.13,,812.1
812.19,Other,812.19,,812.1
812.2,"Shaft or unspecified part, closed",812.2,,812
812.21,Shaft of humerus,812.21,,812.2
812.3,"Shaft or unspecified part, open",812.3,,812
812.31,Shaft of humerus,812.31,,812.3
812.4,"Lower end, closed",812.4,,812
812.41,Supracondylar fracture of humerus,812.41,,812.4
812.42,Lateral condyle,812.42,,812.4
812.43,Medial condyle,812.43,,812.4
812.44,"Condyle(s), unspecified",812.44,,812.4
812.49,Other,812.49,,812.4
812.5,"Lower end, open",812.5,,812
812.51,Supracondylar fracture of humerus,812.51,,812.5
812.52,Lateral condyle,812.52,,812.5
812.53,Medial condyle,812.53,,812.5
812.54,"Condyle(s), unspecified",812.54,,812.5
812.59,Other,812.59,,812.5
813,Fracture of radius and ulna,813,,800-829
813.01,Olecranon process of ulna,813.01,,813
813.02,Coronoid process of ulna,813.02,,813
813.03,Monteggia's fracture,813.03,,813
813.04,Other and unspecified fractures of proximal end of ulna (alone),813.04,,813
813.05,Head of radius,813.05,,813
813.06,Neck of radius,813.06,,813
813.07,Other and unspecified fractures of proximal end of radius (alone),813.07,,813
813.08,"Radius with ulna, upper end [any part]",813.08,,813
813.1,"Upper end, open",813.1,,813
813.11,Olecranon process of ulna,813.11,,813.1
813.12,Coronoid process of ulna,813.12,,813.1
813.13,Monteggia's fracture,813.13,,813.1
813.14,Other and unspecified fractures of proximal end of ulna (alone),813.14,,813.1
813.15,Head of radius,813.15,,813.1
813.16,Neck of radius,813.16,,813.1
813.17,Other and unspecified fractures of proximal end of radius (alone),813.17,,813.1
813.18,"Radius with ulna, upper end [any part]",813.18,,813.1
813.2,"Shaft, closed",813.2,,813
813.21,Radius (alone),813.21,,813.2
813.22,Ulna (alone),813.22,,813.2
813.23,Radius with ulna,813.23,,813.2
813.3,"Shaft, open",813.3,,813
813.31,Radius (alone),813.31,,813.3
813.32,Ulna (alone),813.32,,813.3
813.33,Radius with ulna,813.33,,813.3
813.4,"Lower end, closed",813.4,,813
813.41,Colles' fracture,813.41,,813.4
813.42,Other fractures of distal end of radius (alone),813.42,,813.4
813.43,Distal end of ulna (alone),813.43,,813.4
813.44,"Radius with ulna, lower end",813.44,,813.4
813.45,Torus fracture of radius,813.45,,813.4
813.5,"Lower end, open",813.5,,813
813.51,Colles' fracture,813.51,,813.5
813.52,Other fractures of distal end of radius (alone),813.52,,813.5
813.53,Distal end of ulna (alone),813.53,,813.5
813.54,"Radius with ulna, lower end",813.54,,813.5
813.8,"Unspecified part, closed",813.8,,813
813.81,Radius (alone),813.81,,813.8
813.82,Ulna (alone),813.82,,813.8
813.83,Radius with ulna,813.83,,813.8
813.9,"Unspecified part, open",813.9,,813
813.91,Radius (alone),813.91,,813.9
813.92,Ulna (alone),813.92,,813.9
813.93,Radius with ulna,813.93,,813.9
814,Fracture of carpal bone(s),814,,800-829
814.1,Open,814.1,,814
815,Fracture of metacarpal bone(s),815,,800-829
815.1,Open,815.1,,815
816,Fracture of one or more phalanges of hand,816,,800-829
816.1,Open,816.1,,816
817,Multiple fractures of hand bones,817,,800-829
817.1,Open,817.1,,817
818,Ill-defined fractures of upper limb,818,,800-829
818.1,Open,818.1,,818
819,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",819,,800-829
819.1,Open,819.1,,819
82,Tick-borne rickettsioses,82,,NO_CODE
82.1,Boutonneuse fever,82.1,,82
82.2,North Asian tick fever,82.2,,82
82.3,Queensland tick typhus,82.3,,82
82.4,Ehrlichiosis,82.4,,82
82.41,Ehrlichiosis chaffeensis [E. chaffeensis],82.41,,82.4
82.49,Other ehrlichiosis,82.49,,82.4
82.8,Other specified tick-borne rickettsioses,82.8,,82
82.9,"Tick-borne rickettsiosis, unspecified",82.9,,82
820,Fracture of neck of femur,820,,800-829
820-829,FRACTURE OF LOWER LIMB,820-829,,800-999
820.01,Epiphysis (separation) (upper),820.01,,820
820.02,Midcervical section,820.02,,820
820.03,Base of neck,820.03,,820
820.09,Other,820.09,,820
820.1,"Transcervical fracture, open",820.1,,820
820.11,Epiphysis (separation) (upper),820.11,,820.1
820.12,Midcervical section,820.12,,820.1
820.13,Base of neck,820.13,,820.1
820.19,Other,820.19,,820.1
820.2,"Pertrochanteric fracture, closed",820.2,,820
820.21,Intertrochanteric section,820.21,,820.2
820.22,Subtrochanteric section,820.22,,820.2
820.3,"Pertrochanteric fracture, open",820.3,,820
820.31,Intertrochanteric section,820.31,,820.3
820.32,Subtrochanteric section,820.32,,820.3
820.8,"Unspecified part of neck of femur, closed",820.8,,820
820.9,"Unspecified part of neck of femur, open",820.9,,820
821,Fracture of other and unspecified parts of femur,821,,800-829
821.01,Shaft,821.01,,821
821.1,"Shaft or unspecified part, open",821.1,,821
821.11,Shaft,821.11,,821.1
821.2,"Lower end, closed",821.2,,821
821.21,"Condyle, femoral",821.21,,821.2
821.22,"Epiphysis, lower (separation)",821.22,,821.2
821.23,Supracondylar fracture of femur,821.23,,821.2
821.29,Other,821.29,,821.2
821.3,"Lower end, open",821.3,,821
821.31,"Condyle, femoral",821.31,,821.3
821.32,"Epiphysis, lower (separation)",821.32,,821.3
821.33,Supracondylar fracture of femur,821.33,,821.3
821.39,Other,821.39,,821.3
822,Fracture of patella,822,,800-829
822.1,Open,822.1,,822
823,Fracture of tibia and fibula,823,,800-829
823.1,"Upper end, open",823.1,,823
823.2,"Shaft, closed",823.2,,823
823.3,"Shaft, open",823.3,,823
823.4,Torus fracture,823.4,,823
823.8,"Unspecified part, closed",823.8,,823
823.9,"Unspecified part, open",823.9,,823
824,Fracture of ankle,824,,800-829
824.1,"Medial malleolus, open",824.1,,824
824.2,"Lateral malleolus, closed",824.2,,824
824.3,"Lateral malleolus, open",824.3,,824
824.4,"Bimalleolar, closed",824.4,,824
824.5,"Bimalleolar, open",824.5,,824
824.6,"Trimalleolar, closed",824.6,,824
824.7,"Trimalleolar, open",824.7,,824
824.8,"Unspecified, closed",824.8,,824
824.9,"Unspecified, open",824.9,,824
825,Fracture of one or more tarsal and metatarsal bones,825,,800-829
825.1,"Fracture of calcaneus, open",825.1,,825
825.2,"Fracture of other tarsal and metatarsal bones, closed",825.2,,825
825.21,Astragalus,825.21,,825.2
825.22,"Navicular [scaphoid], foot",825.22,,825.2
825.23,Cuboid,825.23,,825.2
825.24,"Cuneiform, foot",825.24,,825.2
825.25,Metatarsal bone(s),825.25,,825.2
825.29,Other,825.29,,825.2
825.3,"Fracture of other tarsal and metatarsal bones, open",825.3,,825
825.31,Astragalus,825.31,,825.3
825.32,"Navicular [scaphoid], foot",825.32,,825.3
825.33,Cuboid,825.33,,825.3
825.34,"Cuneiform, foot",825.34,,825.3
825.35,Metatarsal bone(s),825.35,,825.3
825.39,Other,825.39,,825.3
826,Fracture of one or more phalanges of foot,826,,800-829
826.1,Open,826.1,,826
827,"Other, multiple, and ill-defined fractures of lower limb",827,,800-829
827.1,Open,827.1,,827
828,"Multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum",828,,800-829
828.1,Open,828.1,,828
829,Fracture of unspecified bones,829,,800-829
829.1,"Unspecified bone, open",829.1,,829
83,Other rickettsioses,83,,NO_CODE
83.1,Trench fever,83.1,,83
83.2,Rickettsialpox,83.2,,83
83.8,Other specified rickettsioses,83.8,,83
83.9,"Rickettsiosis, unspecified",83.9,,83
830,Dislocation of jaw,830,,830-839
830-839,DISLOCATION,830-839,,800-999
830.1,Open dislocation,830.1,,830
831,Dislocation of shoulder,831,,830-839
831.1,Open dislocation,831.1,,831
832,Dislocation of elbow,832,,830-839
832.1,Open dislocation,832.1,,832
833,Dislocation of wrist,833,,830-839
833.1,Open dislocation,833.1,,833
834,Dislocation of finger,834,,830-839
834.1,Open dislocation,834.1,,834
835,Dislocation of hip,835,,830-839
835.1,Open dislocation,835.1,,835
836,Dislocation of knee,836,,830-839
836.1,"Tear of lateral cartilage or meniscus of knee, current",836.1,,836
836.2,"Other tear of cartilage or meniscus of knee, current",836.2,,836
836.3,"Dislocation of patella, closed",836.3,,836
836.4,"Dislocation of patella, open",836.4,,836
836.5,"Other dislocation of knee, closed",836.5,,836
836.51,"Anterior dislocation of tibia, proximal end",836.51,,836.5
836.52,"Posterior dislocation of tibia, proximal end",836.52,,836.5
836.53,"Medial dislocation of tibia, proximal end",836.53,,836.5
836.54,"Lateral dislocation of tibia, proximal end",836.54,,836.5
836.59,Other,836.59,,836.5
836.6,"Other dislocation of knee, open",836.6,,836
836.61,"Anterior dislocation of tibia, proximal end",836.61,,836.6
836.62,"Posterior dislocation of tibia, proximal end",836.62,,836.6
836.63,"Medial dislocation of tibia, proximal end",836.63,,836.6
836.64,"Lateral dislocation of tibia, proximal end",836.64,,836.6
836.69,Other,836.69,,836.6
837,Dislocation of ankle,837,,830-839
837.1,Open dislocation,837.1,,837
838,Dislocation of foot,838,,830-839
838.1,Open dislocation,838.1,,838
839,"Other, multiple, and ill-defined dislocations",839,,830-839
839.01,First cervical vertebra,839.01,,839
839.02,Second cervical vertebra,839.02,,839
839.03,Third cervical vertebra,839.03,,839
839.04,Fourth cervical vertebra,839.04,,839
839.05,Fifth cervical vertebra,839.05,,839
839.06,Sixth cervical vertebra,839.06,,839
839.07,Seventh cervical vertebra,839.07,,839
839.08,Multiple cervical vertebrae,839.08,,839
839.1,"Cervical vertebra, open",839.1,,839
839.11,First cervical vertebra,839.11,,839.1
839.12,Second cervical vertebra,839.12,,839.1
839.13,Third cervical vertebra,839.13,,839.1
839.14,Fourth cervical vertebra,839.14,,839.1
839.15,Fifth cervical vertebra,839.15,,839.1
839.16,Sixth cervical vertebra,839.16,,839.1
839.17,Seventh cervical vertebra,839.17,,839.1
839.18,Multiple cervical vertebrae,839.18,,839.1
839.2,"Thoracic and lumbar vertebra, closed",839.2,,839
839.21,Thoracic vertebra,839.21,,839.2
839.3,"Thoracic and lumbar vertebra, open",839.3,,839
839.31,Thoracic vertebra,839.31,,839.3
839.4,"Other vertebra, closed",839.4,,839
839.41,Coccyx,839.41,,839.4
839.42,Sacrum,839.42,,839.4
839.49,Other,839.49,,839.4
839.5,"Other vertebra, open",839.5,,839
839.51,Coccyx,839.51,,839.5
839.52,Sacrum,839.52,,839.5
