Strength,Products (Source ID),Products (Publisher ID)
3.5MG/VIAL,30913,IMP
1.30%,30914,IMP
3%,30914,IMP
0.13%,30914,IMP
1MG/5ML,30915,IMP
100MG/5ML,30915,IMP
0.6MG/5ML,30915,IMP
25MG/5ML,30915,IMP
15MG/5ML,30915,IMP
2.98GM/100ML,30916,IMP
2GM/100ML,30916,IMP
1.87GM/100ML,30916,IMP
15GM/100ML,30916,IMP
2.24GM/100ML,30916,IMP
500MG/100ML,30917,IMP
200MG/100ML,30917,IMP
640MG/100ML,30918,IMP
100MG/100ML,30918,IMP
51.30%,30919,IMP
0.77%,30919,IMP
10%,30919,IMP
2.60%,30919,IMP
12MG/VIAL,30920,IMP
45MG/VIAL,30920,IMP
250MG/5ML,30921,IMP
105MG/5ML,30921,IMP
7.5MG/5ML,30921,IMP
667MG/5ML,30921,IMP
12.5MG/5ML,30921,IMP
7.5MG,30922,IMP
87MG,30922,IMP
3.6MG,30922,IMP
7.7MG,30922,IMP
40MG,30922,IMP
160MG/100ML,30923,IMP
900MG/100ML,30923,IMP
800MG/100ML,30923,IMP
30MG/100ML,30923,IMP
1.05GM,30924,IMP
1.2GM,30924,IMP
1GM,30924,IMP
1.2GM,30925,IMP
1.05GM,30925,IMP
1GM,30925,IMP
3.75GM,30925,IMP
0.03%,30926,IMP
0.90%,30926,IMP
0.30%,30926,IMP
33.32%,30926,IMP
66.80%,30926,IMP
100MG/VIAL,30927,IMP
60MG/VIAL,30927,IMP
40MG/VIAL,30927,IMP
600MG/VIAL,30927,IMP
51.30%,30928,IMP
24%,30928,IMP
40.60%,30928,IMP
75.50%,30928,IMP
325MG,30929,IMP
0.15MG,30929,IMP
1.25MG/5ML,30930,IMP
667MG/5ML,30930,IMP
250MG/5ML,30930,IMP
8.8MG/VIAL,30931,IMP
0.2MG/VIAL,30931,IMP
0.02MG/VIAL,30931,IMP
50MG/VIAL,30931,IMP
90MG/VIAL,30931,IMP
0.8MG/VIAL,30932,IMP
15MG/VIAL,30932,IMP
0.25GM/ML,30933,IMP
0.5GM/ML,30933,IMP
4GM/VIAL,30934,IMP
6.75GM/VIAL,30934,IMP
5GM/VIAL,30934,IMP
100MG/100ML,30935,IMP
320MG/100ML,30935,IMP
5MG/100ML,30935,IMP
640MG/100ML,30936,IMP
80MG/100ML,30936,IMP
900MG/100ML,30936,IMP
0.25GM/ML,30937,IMP
0.5GM/ML,30937,IMP
1.5GM/100ML,30938,IMP
3.3GM/100ML,30938,IMP
7.5GM/100ML,30938,IMP
13.8MG/VIAL,30939,IMP
150MG/VIAL,30939,IMP
0.2MG/VIAL,30939,IMP
125MG/VIAL,30939,IMP
167MG/PACKET,30940,IMP
600MG/PACKET,30940,IMP
15MG/PACKET,30940,IMP
30MG/PACKET,30940,IMP
250MG/PACKET,30941,IMP
600MG/PACKET,30941,IMP
500MG/PACKET,30941,IMP
0.5GM/ML,30942,IMP
0.25GM/ML,30942,IMP
0.5GM/ML,30943,IMP
0.25GM/ML,30943,IMP
1.49GM/100ML,30944,IMP
2.24GM/100ML,30944,IMP
7.5GM/100ML,30944,IMP
7MG,30945,IMP
52MG,30945,IMP
0.25MG,30945,IMP
640MG/100ML,30946,IMP
500MG/100ML,30946,IMP
7.5GM/100ML,30947,IMP
2.5GM/100ML,30947,IMP
38.5GM/100ML,30947,IMP
5MG/ML,30948,IMP
40MG/ML,30948,IMP
0.59MG,30949,IMP
35MG,30949,IMP
0.3MG,30949,IMP
400MG/100ML,30950,IMP
5MG/100ML,30950,IMP
746MG/100ML,30950,IMP
3.50%,30951,IMP
45.30%,30951,IMP
0.50%,30951,IMP
4GM/PACKET,30952,IMP
10GM/PACKET,30952,IMP
3.75GM/PACKET,30952,IMP
2.4GM/PACKET,30952,IMP
20GM/PACKET,30952,IMP
250MG/PACKET,30953,IMP
15MG/PACKET,30953,IMP
0.25%,30954,IMP
65.20%,30954,IMP
0.25GM/ML,30955,IMP
0.5GM/ML,30955,IMP
0.4MG/VIAL,30956,IMP
250MG/VIAL,30956,IMP
250MG/5ML,30957,IMP
187MG/5ML,30957,IMP
500MG/5ML,30957,IMP
25MG/5ML,30957,IMP
1GM,30958,IMP
1.2GM,30958,IMP
1.05GM,30958,IMP
3.75GM,30958,IMP
1.05GM,30959,IMP
1.2GM,30959,IMP
3.75GM,30959,IMP
1.05GM,30960,IMP
1.2GM,30960,IMP
1GM,30960,IMP
3.75GM/PACKET,30961,IMP
3GM/PACKET,30961,IMP
5GM/PACKET,30961,IMP
2.4GM/PACKET,30961,IMP
51.30%,30962,IMP
0.12%,30962,IMP
60%,30963,IMP
0.80%,30963,IMP
20%,30963,IMP
0.50%,30963,IMP
0.06%,30963,IMP
64.70%,30964,IMP
40%,30964,IMP
10.30%,30964,IMP
3GM/PACKET,30965,IMP
2.4GM/PACKET,30965,IMP
20GM/PACKET,30965,IMP
10GM/PACKET,30965,IMP
3.75GM/PACKET,30965,IMP
3%,30966,IMP
66.80%,30966,IMP
60%,30966,IMP
64.70%,30966,IMP
34%,30966,IMP
20GM/PACKET,30967,IMP
2.5GM/PACKET,30967,IMP
3GM/PACKET,30967,IMP
2.4GM/PACKET,30967,IMP
5GM/PACKET,30967,IMP
1.05GM,30968,IMP
3.75GM,30968,IMP
167MG/PACKET,30969,IMP
500MG/PACKET,30969,IMP
30MG/PACKET,30969,IMP
200MG/5ML,30970,IMP
750MG/5ML,30970,IMP
250MG/5ML,30970,IMP
400MG/ML,30971,IMP
20MG/ML,30971,IMP
500MG/ML,30971,IMP
80MG/100ML,30972,IMP
20MG/100ML,30972,IMP
800MG/100ML,30972,IMP
40MG/100ML,30972,IMP
5GM/PACKET,30973,IMP
4GM/PACKET,30973,IMP
37.5MG/ML,30974,IMP
0.002MG/ML,30974,IMP
160MG/ML,30974,IMP
10MG/ML,30974,IMP
0.25GM/ML,30975,IMP
0.5GM/ML,30975,IMP
12.5MG/ML,30976,IMP
65MG/ML,30976,IMP
150MG/ML,30976,IMP
0.05MG/ML,30976,IMP
0.8MG/ML,30976,IMP
0.5GM/ML,30977,IMP
0.25GM/ML,30977,IMP
0.9MG,30978,IMP
0.625MG,30978,IMP
0.6MG,30978,IMP
300MG,30978,IMP
13.5GM/VIAL,30979,IMP
6.75GM/VIAL,30979,IMP
4GM/VIAL,30979,IMP
20GM/VIAL,30979,IMP
1GM/VIAL,30979,IMP
3.6MG,30980,IMP
7.5MG,30980,IMP
275MG,30980,IMP
1GM/VIAL,30981,IMP
3GM/VIAL,30981,IMP
13.5GM/VIAL,30981,IMP
375MG/PACKET,30982,IMP
15MG/PACKET,30982,IMP
1GM/100ML,30983,IMP
15GM/100ML,30983,IMP
1.87GM/100ML,30983,IMP
1.49GM/100ML,30983,IMP
0.015MG/ML,30984,IMP
8MG/ML,30984,IMP
0.03MG/ML,30984,IMP
2.2MG/ML,30984,IMP
500MG/5ML,30985,IMP
750MG/5ML,30985,IMP
6.25MG/5ML,30985,IMP
400MG/5ML,30985,IMP
667MG/5ML,30985,IMP
250MG/PACKET,30986,IMP
100MG/PACKET,30986,IMP
30MG/PACKET,30986,IMP
600MG/PACKET,30986,IMP
15MG/PACKET,30986,IMP
0.25GM/ML,30987,IMP
0.5GM/ML,30987,IMP
3MG,30988,IMP
850MG,30988,IMP
105MG,30988,IMP
165MG,30988,IMP
60%,30989,IMP
7.50%,30989,IMP
15%,30989,IMP
30.20%,30989,IMP
62%,30989,IMP
0.25GM/ML,30990,IMP
0.5GM/ML,30990,IMP
2.24GM/100ML,30991,IMP
60GM/100ML,30991,IMP
0.5GM/ML,30992,IMP
0.25GM/ML,30992,IMP
800MG/PACKET,30993,IMP
250MG/PACKET,30993,IMP
375MG/PACKET,30993,IMP
30MG/PACKET,30993,IMP
167MG/PACKET,30993,IMP
2.5GM/PACKET,30994,IMP
3GM/PACKET,30994,IMP
10GM/PACKET,30994,IMP
3.75GM/PACKET,30994,IMP
2.4GM/PACKET,30994,IMP
2.5MG/VIAL,30995,IMP
1MG/VIAL,30995,IMP
0.25MG/VIAL,30995,IMP
125MG/VIAL,30995,IMP
250MG/PACKET,30996,IMP
167MG/PACKET,30996,IMP
800MG/PACKET,30996,IMP
0.5GM/ML,30997,IMP
0.25GM/ML,30997,IMP
75.50%,30998,IMP
0.10%,30998,IMP
10%,30998,IMP
0.15%,30998,IMP
3.75GM/PACKET,30999,IMP
10GM/PACKET,30999,IMP
20GM/PACKET,30999,IMP
600MG/5ML,31000,IMP
667MG/5ML,31000,IMP
7.5MG/5ML,31000,IMP
75MG/5ML,31000,IMP
500MG/ML,31001,IMP
65MG/ML,31001,IMP
80MG/ML,31001,IMP
150MG/ML,31001,IMP
0.185MG/ML,31001,IMP
200MG/5ML,31002,IMP
30MG/5ML,31002,IMP
100MG/5ML,31002,IMP
800MG/PACKET,31003,IMP
167MG/PACKET,31003,IMP
500MG/PACKET,31003,IMP
375MG/PACKET,31003,IMP
600MG/PACKET,31003,IMP
50GM/100ML,31004,IMP
30GM/100ML,31004,IMP
2GM/100ML,31004,IMP
1.87GM/100ML,31004,IMP
3.3GM/100ML,31004,IMP
3GM/PACKET,31005,IMP
2.4GM/PACKET,31005,IMP
6.25MG,31006,IMP
0.375MG,31006,IMP
0.35MG,31006,IMP
7.5MG,31006,IMP
1GM,31007,IMP
1.2GM,31007,IMP
1.05GM,31007,IMP
3.75GM,31007,IMP
1GM,31008,IMP
3.75GM,31008,IMP
900MG/100ML,31009,IMP
450MG/100ML,31009,IMP
640MG/100ML,31009,IMP
40MG/100ML,31009,IMP
250MG/100ML,31009,IMP
3.75GM,31010,IMP
1.2GM,31010,IMP
320MG,31011,IMP
0.044MG,31011,IMP
0.25GM/ML,31012,IMP
0.5GM/ML,31012,IMP
1.2GM,31013,IMP
1GM,31013,IMP
3.75GM,31013,IMP
1.05GM,31013,IMP
2.5GM/PACKET,31014,IMP
5GM/PACKET,31014,IMP
20GM/PACKET,31014,IMP
2.4GM/PACKET,31014,IMP
400MG/100ML,31015,IMP
320MG/100ML,31015,IMP
0.02MG/ML,31016,IMP
0.1MG/ML,31016,IMP
0.25GM/ML,31017,IMP
0.5GM/ML,31017,IMP
2MG/5ML,31018,IMP
5MG/5ML,31018,IMP
500MG/5ML,31018,IMP
7.7GM/100ML,31019,IMP
1GM/100ML,31019,IMP
40GM/100ML,31019,IMP
4MG/VIAL,31020,IMP
90MG/VIAL,31020,IMP
5MG/VIAL,31020,IMP
30MG/5ML,31021,IMP
500MG/5ML,31021,IMP
0.00%,31022,IMP
49.90%,31022,IMP
5%,31022,IMP
0.5GM/ML,31023,IMP
0.25GM/ML,31023,IMP
167MG/PACKET,31024,IMP
100MG/PACKET,31024,IMP
375MG/PACKET,31024,IMP
51%,31025,IMP
26%,31025,IMP
0.20%,31025,IMP
38.80%,31025,IMP
800MG/PACKET,31026,IMP
600MG/PACKET,31026,IMP
250MG/PACKET,31026,IMP
50MG/5ML,31027,IMP
667MG/5ML,31027,IMP
2.5MG/5ML,31027,IMP
25MG/5ML,31027,IMP
15MG/5ML,31027,IMP
26%,31028,IMP
40.30%,31028,IMP
1GM/VIAL,31029,IMP
3.75GM/VIAL,31029,IMP
5GM/100ML,31030,IMP
50GM/100ML,31030,IMP
7.5GM/100ML,31030,IMP
38.5GM/100ML,31031,IMP
70GM/100ML,31031,IMP
1.5GM/100ML,31031,IMP
2GM/100ML,31031,IMP
2.4GM/100ML,31031,IMP
2.4GM/PACKET,31032,IMP
20GM/PACKET,31032,IMP
20GM/PACKET,31033,IMP
2.4GM/PACKET,31033,IMP
10GM/PACKET,31033,IMP
0.7MG,31034,IMP
34MG,31034,IMP
11MG,31034,IMP
20MG,31034,IMP
3.2MG/VIAL,31035,IMP
15MG/VIAL,31035,IMP
1.5MG/VIAL,31035,IMP
1.1MG/VIAL,31035,IMP
1.2GM,31036,IMP
1.05GM,31036,IMP
3.75GM,31036,IMP
1GM,31036,IMP
64%,31037,IMP
0.06%,31037,IMP
0.05%,31037,IMP
31.20%,31037,IMP
12.5MG/VIAL,31038,IMP
200MG/VIAL,31038,IMP
600MG/PACKET,31039,IMP
250MG/PACKET,31039,IMP
30MG/PACKET,31039,IMP
375MG/PACKET,31039,IMP
15MG/PACKET,31039,IMP
20MG/100ML,31040,IMP
900MG/100ML,31040,IMP
500MG/100ML,31040,IMP
200MG/100ML,31040,IMP
250MG/100ML,31040,IMP
50GM/100ML,31041,IMP
2GM/100ML,31041,IMP
10GM/100ML,31041,IMP
1GM/100ML,31041,IMP
7.7GM/100ML,31041,IMP
35MG/ML,31042,IMP
0.005MG/ML,31042,IMP
37.9MG/ML,31042,IMP
0.01MG/ML,31042,IMP
15MG/5ML,31043,IMP
12.5MG/5ML,31043,IMP
52MG,31044,IMP
4MG,31044,IMP
0.5GM/ML,31045,IMP
0.25GM/ML,31045,IMP
1.5MG/VIAL,31046,IMP
25MG/VIAL,31046,IMP
0.004MG/ML,31047,IMP
7.5MG/ML,31047,IMP
29.8MG/ML,31047,IMP
1.25MG/ML,31047,IMP
300MG/ML,31047,IMP
70MG/VIAL,31048,IMP
450MG/VIAL,31048,IMP
40MG/VIAL,31048,IMP
4%,31049,IMP
0.75%,31049,IMP
1.90%,31049,IMP
745MG/100ML,31050,IMP
800MG/100ML,31050,IMP
100MG/100ML,31050,IMP
160MG/100ML,31050,IMP
400MG/100ML,31050,IMP
3.75%,31051,IMP
0.12%,31051,IMP
5%,31051,IMP
10%,31051,IMP
100MG/PACKET,31052,IMP
375MG/PACKET,31052,IMP
30MG/PACKET,31052,IMP
167MG/PACKET,31052,IMP
250MG/PACKET,31052,IMP
1.2GM,31053,IMP
1.05GM,31053,IMP
1GM,31053,IMP
100MG/PACKET,31054,IMP
30MG/PACKET,31054,IMP
375MG/PACKET,31054,IMP
500MG/PACKET,31054,IMP
250MG/PACKET,31054,IMP
2.4GM/100ML,31055,IMP
70GM/100ML,31055,IMP
1GM,31056,IMP
3.75GM,31056,IMP
1.05GM,31056,IMP
1.2GM,31056,IMP
1.05GM,31057,IMP
1GM,31057,IMP
3.75GM,31057,IMP
1.2GM,31057,IMP
1GM/100ML,31058,IMP
7.7GM/100ML,31058,IMP
3.3GM/100ML,31058,IMP
20GM/100ML,31058,IMP
20GM/PACKET,31059,IMP
4GM/PACKET,31059,IMP
10GM/PACKET,31059,IMP
3GM/PACKET,31059,IMP
3.75GM/PACKET,31059,IMP
900MG/100ML,31060,IMP
5MG/100ML,31060,IMP
745MG/100ML,31060,IMP
40MG/100ML,31060,IMP
20MG/ML,31061,IMP
287MG/ML,31061,IMP
0.004MG/ML,31061,IMP
20GM/PACKET,31062,IMP
4GM/PACKET,31062,IMP
3.75GM/PACKET,31062,IMP
10GM/PACKET,31062,IMP
30GM/100ML,31063,IMP
2.5GM/100ML,31063,IMP
20GM/100ML,31063,IMP
3GM/100ML,31063,IMP
40GM/100ML,31063,IMP
1.5GM/100ML,31064,IMP
3GM/100ML,31064,IMP
50GM/100ML,31064,IMP
75MG/5ML,31065,IMP
100MG/5ML,31065,IMP
0.25GM/ML,31066,IMP
0.5GM/ML,31066,IMP
3GM/VIAL,31067,IMP
1GM/VIAL,31067,IMP
2.5GM/VIAL,31067,IMP
3.75GM/VIAL,31067,IMP
27MG,31068,IMP
750MG,31068,IMP
0.2MG,31068,IMP
0.04MG/VIAL,31069,IMP
24MG/VIAL,31069,IMP
15MG/5ML,31070,IMP
105MG/5ML,31070,IMP
1.2GM,31071,IMP
3.75GM,31071,IMP
2.5GM/PACKET,31072,IMP
20GM/PACKET,31072,IMP
3.75GM/PACKET,31072,IMP
3GM/PACKET,31072,IMP
4GM/PACKET,31072,IMP
7.5MG/5ML,31073,IMP
2MG/5ML,31073,IMP
80MG/VIAL,31074,IMP
70MG/VIAL,31074,IMP
5GM/100ML,31075,IMP
15GM/100ML,31075,IMP
1.5GM/100ML,31075,IMP
1GM/100ML,31075,IMP
10GM/100ML,31075,IMP
167MG/PACKET,31076,IMP
500MG/PACKET,31076,IMP
250MG/PACKET,31076,IMP
800MG/PACKET,31076,IMP
0.2MG/ML,31077,IMP
0.004MG/ML,31077,IMP
400MG/ML,31077,IMP
7.5MG/ML,31077,IMP
1MG/ML,31077,IMP
3GM/100ML,31078,IMP
50GM/100ML,31078,IMP
40GM/100ML,31078,IMP
20GM/100ML,31078,IMP
5GM/100ML,31078,IMP
3MG,31079,IMP
403MG,31079,IMP
87MG,31080,IMP
0.02MG,31080,IMP
220MG,31080,IMP
2.25MG,31080,IMP
5GM/VIAL,31081,IMP
40GM/VIAL,31081,IMP
4GM/VIAL,31081,IMP
10GM/VIAL,31082,IMP
40GM/VIAL,31082,IMP
5GM/VIAL,31082,IMP
60MG/5ML,31083,IMP
0.6MG/5ML,31083,IMP
6.25MG/5ML,31083,IMP
30MG/PACKET,31084,IMP
800MG/PACKET,31084,IMP
15MG/PACKET,31085,IMP
250MG/PACKET,31085,IMP
2.5GM/PACKET,31086,IMP
20GM/PACKET,31086,IMP
3.75GM/VIAL,31087,IMP
13.5GM/VIAL,31087,IMP
3GM/VIAL,31087,IMP
2.5GM/PACKET,31088,IMP
3.75GM/PACKET,31088,IMP
20GM/PACKET,31088,IMP
10GM/PACKET,31088,IMP
2GM/VIAL,31089,IMP
3GM/VIAL,31089,IMP
0.25GM/ML,31090,IMP
0.5GM/ML,31090,IMP
15MG/PACKET,31091,IMP
167MG/PACKET,31091,IMP
800MG/PACKET,31091,IMP
30MG/PACKET,31091,IMP
100MG/PACKET,31091,IMP
1.49GM/100ML,31092,IMP
38.5GM/100ML,31092,IMP
15GM/100ML,31092,IMP
200MG/VIAL,31093,IMP
1.4MG/VIAL,31093,IMP
15MG/VIAL,31093,IMP
50MG/VIAL,31093,IMP
2.5GM/PACKET,31094,IMP
20GM/PACKET,31094,IMP
10GM/PACKET,31094,IMP
3.75GM/PACKET,31094,IMP
2.4GM/PACKET,31094,IMP
1.25MG/5ML,31095,IMP
25MG/5ML,31095,IMP
2.5MG/5ML,31095,IMP
2.4GM/PACKET,31096,IMP
3.75GM/PACKET,31096,IMP
0.5MG/ML,31097,IMP
15MG/ML,31097,IMP
30MG/PACKET,31098,IMP
250MG/PACKET,31098,IMP
20GM/100ML,31099,IMP
50GM/100ML,31099,IMP
30GM/100ML,31099,IMP
1GM,31100,IMP
3.75GM,31100,IMP
1.05GM,31100,IMP
1.2GM,31100,IMP
1GM,31101,IMP
1.2GM,31101,IMP
1.05GM,31101,IMP
3.75GM,31101,IMP
50GM/100ML,31102,IMP
40GM/100ML,31102,IMP
10GM/PACKET,31103,IMP
3GM/PACKET,31103,IMP
2.5GM/VIAL,31104,IMP
4GM/VIAL,31104,IMP
375MG,31105,IMP
12.5MG,31105,IMP
18MG,31105,IMP
1GM,31106,IMP
1.05GM,31106,IMP
30GM/100ML,31107,IMP
7.5GM/100ML,31107,IMP
2.4GM/100ML,31107,IMP
60GM/100ML,31107,IMP
5GM/100ML,31107,IMP
0.25GM/ML,31108,IMP
0.5GM/ML,31108,IMP
400MG/100ML,31109,IMP
745MG/100ML,31109,IMP
40MG/100ML,31109,IMP
900MG/100ML,31109,IMP
5MG/100ML,31109,IMP
1600MG/VIAL,31110,IMP
4MG/VIAL,31110,IMP
8.8MG/VIAL,31110,IMP
250MG/VIAL,31110,IMP
1.6MG/VIAL,31110,IMP
1.05GM,31111,IMP
1GM,31111,IMP
6.25MG/5ML,31112,IMP
400MG/5ML,31112,IMP
450MG/100ML,31113,IMP
640MG/100ML,31113,IMP
746MG/100ML,31113,IMP
250MG/100ML,31113,IMP
2MG/5ML,31114,IMP
50MG/5ML,31114,IMP
2.5MG/5ML,31114,IMP
200MG/5ML,31114,IMP
6MG/ML,31115,IMP
125MG/ML,31115,IMP
0.004MG/ML,31115,IMP
20GM/PACKET,31116,IMP
4GM/PACKET,31116,IMP
2.5GM/PACKET,31116,IMP
5GM/PACKET,31116,IMP
4MG/VIAL,31117,IMP
600MG/VIAL,31117,IMP
0.4MG/VIAL,31117,IMP
0.05%,31118,IMP
7.50%,31118,IMP
1.05GM,31119,IMP
1GM,31119,IMP
1.2GM,31119,IMP
3.75GM,31119,IMP
20GM/PACKET,31120,IMP
3GM/PACKET,31120,IMP
5GM/PACKET,31120,IMP
3.75GM/PACKET,31120,IMP
2.4GM/PACKET,31120,IMP
300MG/5ML,31121,IMP
750MG/5ML,31121,IMP
50MG/5ML,31121,IMP
250MG/5ML,31121,IMP
0.01MG,31122,IMP
48MG,31122,IMP
145MG,31122,IMP
1.2GM,31123,IMP
1GM,31123,IMP
3.75GM,31123,IMP
1.05GM,31123,IMP
20GM/100ML,31124,IMP
5GM/100ML,31124,IMP
1.87GM/100ML,31124,IMP
2.4GM/100ML,31124,IMP
324MG,31125,IMP
325MG,31125,IMP
18.75MG,31125,IMP
0.59MG,31125,IMP
550MG,31125,IMP
1.25MG/ML,31126,IMP
30MG/ML,31126,IMP
300MG/ML,31126,IMP
0.5MG/ML,31126,IMP
1MG/VIAL,31127,IMP
200MG/VIAL,31127,IMP
7.7GM/100ML,31128,IMP
15GM/100ML,31128,IMP
2.24GM/100ML,31128,IMP
30GM/100ML,31128,IMP
20GM/100ML,31128,IMP
1.6MG/ML,31129,IMP
10MG/ML,31129,IMP
6.6MG/ML,31129,IMP
100MG/PACKET,31130,IMP
500MG/PACKET,31130,IMP
375MG/PACKET,31130,IMP
30MG/PACKET,31130,IMP
3GM/100ML,31131,IMP
70GM/100ML,31131,IMP
2.98GM/100ML,31131,IMP
6.75GM/VIAL,31132,IMP
1GM/VIAL,31132,IMP
10GM/VIAL,31132,IMP
200MG/100ML,31133,IMP
40MG/100ML,31133,IMP
800MG/100ML,31133,IMP
100MG/100ML,31133,IMP
450MG/100ML,31133,IMP
51.30%,31134,IMP
0.90%,31134,IMP
0.77%,31134,IMP
40%,31134,IMP
5GM/PACKET,31135,IMP
20GM/PACKET,31135,IMP
3GM/PACKET,31135,IMP
10GM/PACKET,31135,IMP
1.05GM,31136,IMP
1GM,31136,IMP
20GM/PACKET,31137,IMP
10GM/PACKET,31137,IMP
5GM/PACKET,31137,IMP
3.75GM/PACKET,31137,IMP
667MG/5ML,31138,IMP
1MG/5ML,31138,IMP
40MG/5ML,31138,IMP
0.5GM/ML,31139,IMP
0.25GM/ML,31139,IMP
400MG/100ML,31140,IMP
30MG/100ML,31140,IMP
160MG/100ML,31140,IMP
40MG/100ML,31140,IMP
80MG/100ML,31140,IMP
1.49GM/100ML,31141,IMP
38.5GM/100ML,31141,IMP
60GM/100ML,31141,IMP
18.75MG,31142,IMP
1MG,31142,IMP
40MG,31142,IMP
160MG,31142,IMP
0.25GM/ML,31143,IMP
0.5GM/ML,31143,IMP
3.75GM/VIAL,31144,IMP
13.5GM/VIAL,31144,IMP
32MG,31145,IMP
260MG,31145,IMP
50MG,31145,IMP
0.45MG,31145,IMP
1MG,31145,IMP
1.5MG/VIAL,31146,IMP
6MG/VIAL,31146,IMP
600MG/PACKET,31147,IMP
30MG/PACKET,31147,IMP
87MG,31148,IMP
89MG,31148,IMP
800MG,31148,IMP
403MG,31148,IMP
875MG,31148,IMP
2.5GM/VIAL,31149,IMP
3GM/VIAL,31149,IMP
13.5GM/VIAL,31149,IMP
20GM/VIAL,31149,IMP
25MG/ML,31150,IMP
3MG/ML,31150,IMP
0.4MG/ML,31150,IMP
65MG/ML,31150,IMP
1.6MG/ML,31150,IMP
1.90%,31151,IMP
25%,31151,IMP
8%,31151,IMP
2%,31152,IMP
13.90%,31152,IMP
8%,31152,IMP
1.2GM,31153,IMP
1.05GM,31153,IMP
1GM,31153,IMP
30%,31154,IMP
4%,31154,IMP
26%,31154,IMP
62.30%,31154,IMP
31.20%,31154,IMP
13.5GM/VIAL,31155,IMP
1GM/VIAL,31155,IMP
5GM/VIAL,31155,IMP
4GM/VIAL,31155,IMP
20GM/VIAL,31156,IMP
2.5GM/VIAL,31156,IMP
0.12%,31157,IMP
53%,31157,IMP
250MG/PACKET,31158,IMP
100MG/PACKET,31158,IMP
746MG/100ML,31159,IMP
250MG/100ML,31159,IMP
4GM/VIAL,31160,IMP
13.5GM/VIAL,31160,IMP
6.75GM/VIAL,31160,IMP
3GM/VIAL,31161,IMP
3.75GM/VIAL,31161,IMP
12.50%,31162,IMP
6.50%,31162,IMP
0.6MG/5ML,31163,IMP
2MG/5ML,31163,IMP
600MG/5ML,31163,IMP
0.6MG/ML,31164,IMP
0.25MG/ML,31164,IMP
29.8MG/ML,31164,IMP
160MG/ML,31164,IMP
0.185MG/ML,31164,IMP
4GM/VIAL,31165,IMP
3GM/VIAL,31165,IMP
3.75GM/VIAL,31165,IMP
6.75GM/VIAL,31165,IMP
5GM/VIAL,31165,IMP
1GM,31166,IMP
3.75GM,31166,IMP
1.2GM,31166,IMP
1.05GM,31166,IMP
2GM/VIAL,31167,IMP
10GM/VIAL,31167,IMP
6GM/VIAL,31167,IMP
20GM/VIAL,31167,IMP
1GM/VIAL,31167,IMP
160MG/100ML,31168,IMP
200MG/100ML,31168,IMP
400MG/100ML,31168,IMP
250MG/100ML,31168,IMP
800MG/PACKET,31169,IMP
375MG/PACKET,31169,IMP
167MG/PACKET,31169,IMP
15MG/PACKET,31169,IMP
0.25GM/ML,31170,IMP
0.5GM/ML,31170,IMP
5.8MG/VIAL,31171,IMP
12.5MG/VIAL,31171,IMP
1.2MG/VIAL,31171,IMP
50MG/VIAL,31171,IMP
450MG/VIAL,31171,IMP
0.6MG/5ML,31172,IMP
6.25MG/5ML,31172,IMP
667MG/5ML,31172,IMP
300MG/5ML,31172,IMP
40MG/5ML,31172,IMP
24MG/VIAL,31173,IMP
1.2MG/VIAL,31173,IMP
1MG/VIAL,31173,IMP
80MG/VIAL,31174,IMP
12MG/VIAL,31174,IMP
5.8MG/VIAL,31174,IMP
1.6MG/VIAL,31174,IMP
2.5MG,31175,IMP
37.5MG,31175,IMP
20MG,31175,IMP
3.5MG,31175,IMP
200MG,31175,IMP
1.05GM,31176,IMP
1.2GM,31176,IMP
1GM,31176,IMP
3.75GM,31176,IMP
24MG,31177,IMP
25MG,31177,IMP
0.2MG,31177,IMP
2MG,31177,IMP
348MG,31177,IMP
6.75GM/VIAL,31178,IMP
6GM/VIAL,31178,IMP
0.4MG,31179,IMP
165MG,31179,IMP
450MG,31179,IMP
40MG,31179,IMP
3.75GM,31180,IMP
1GM,31180,IMP
1.05GM,31180,IMP
15GM/100ML,31181,IMP
30GM/100ML,31181,IMP
10GM/100ML,31181,IMP
5GM/PACKET,31182,IMP
10GM/PACKET,31182,IMP
1.05GM,31183,IMP
3.75GM,31183,IMP
1.2GM,31183,IMP
1GM,31183,IMP
500MG/PACKET,31184,IMP
250MG/PACKET,31184,IMP
15MG/PACKET,31184,IMP
30MG/PACKET,31184,IMP
167MG/PACKET,31184,IMP
1MG/ML,31185,IMP
40MG/ML,31185,IMP
746MG/100ML,31186,IMP
400MG/100ML,31186,IMP
1.2GM,31187,IMP
1GM,31187,IMP
1.05GM,31187,IMP
1.05GM,31188,IMP
1GM,31188,IMP
1GM,31189,IMP
1.2GM,31189,IMP
70MG/VIAL,31190,IMP
4MG/VIAL,31190,IMP
20MG/VIAL,31190,IMP
5.8MG/VIAL,31190,IMP
200MG/VIAL,31190,IMP
0.1MG/ML,31191,IMP
287MG/ML,31191,IMP
0.004MG/ML,31191,IMP
25MG/ML,31191,IMP
2GM/VIAL,31192,IMP
6GM/VIAL,31192,IMP
13.5GM/VIAL,31192,IMP
3GM/VIAL,31192,IMP
40GM/VIAL,31192,IMP
3.75GM/PACKET,31193,IMP
5GM/PACKET,31193,IMP
3GM/PACKET,31193,IMP
2.5GM/PACKET,31193,IMP
10GM/PACKET,31193,IMP
1GM/100ML,31194,IMP
2.98GM/100ML,31194,IMP
