icd_mapping_id,description,fdn_icd10,fdn_icd9
4519-I809,Of unspecified site,I809,451.9
452-I81,Portal vein thrombosis,I81,452
4531-I821,Thrombophlebitis migrans,I821,453.1
4532-I822,Of vena cava,I822,453.2
4533-I823,Of renal vein,I823,453.3
4538-I828,Of other specified veins,I828,453.8
4539-I829,Of unspecified site,I829,453.9
4541-I831,With inflammation,I831,454.1
4542-I832,With ulcer and inflammation,I832,454.2
4549-I839,Asymptomatic varicose veins,I839,454.9
4563-I860,Sublingual varices,I860,456.3
4564-I861,Scrotal varices,I861,456.4
4565-I862,Pelvic varices,I862,456.5
4566-I863,Vulval varices,I863,456.6
4568-I868,Varices of other sites,I868,456.8
4571-I890,Other lymphedema,I890,457.1
4572-I891,Lymphangitis,I891,457.2
4578-I898,Other noninfectious disorders of lymphatic channels,I898,457.8
5231-K051,Chronic gingivitis,K051,523.1
4579-I899,Unspecified noninfectious disorder of lymphatic channels,I899,457.9
4581-I958,Chronic hypotension,I958,458.1
4582-I952,Iatrogenic hypotension,I952,458.2
4589-I958,"Hypotension, unspecified",I958,458.9
4591-I870,Postphlebitic syndrome,I870,459.1
4592-I871,Compression of vein,I871,459.2
45981-I872,"Venous (peripheral) insufficiency, unspecified",I872,459.81
45989-I99,Other,I99,459.89
4599-I99,Unspecified circulatory system disorder,I99,459.9
460-J00,Acute nasopharyngitis [common cold],J00,460
4611-J011,Frontal,J011,461.1
4612-J012,Ethmoidal,J012,461.2
4613-J013,Sphenoidal,J013,461.3
4618-J018,Other acute sinusitis,J018,461.8
4619-J019,"Acute sinusitis, unspecified",J019,461.9
462-J029,Acute pharyngitis,J029,462
463-J039,Acute tonsillitis,J039,463
46411-J041,With obstruction,J041,464.11
46421-J042,With obstruction,J042,464.21
46431-J051,With obstruction,J051,464.31
4659-J069,Unspecified site,J069,465.9
4661-J219,Acute bronchiolitis,J219,466.1
470-J342,Deviated nasal septum,J342,470
4711-J331,Polypoid sinus degeneration,J331,471.1
4718-J338,Other polyp of sinus,J338,471.8
4719-J339,Unspecified nasal polyp,J339,471.9
4721-J312,Chronic pharyngitis,J312,472.1
4722-J311,Chronic nasopharyngitis,J311,472.2
4731-J321,Frontal,J321,473.1
4732-J322,Ethmoidal,J322,473.2
4733-J323,Sphenoidal,J323,473.3
4738-J328,Other chronic sinusitis,J328,473.8
4739-J329,Unspecified sinusitis (chronic),J329,473.9
47411-J351,Tonsils alone,J351,474.11
47412-J352,Adenoids alone,J352,474.12
4742-J358,Adenoid vegetations,J358,474.2
4748-J358,Other chronic disease of tonsils and adenoids,J358,474.8
4749-J359,Unspecified chronic disease of tonsils and adenoids,J359,474.9
475-J36,Peritonsillar abscess,J36,475
4761-J371,Chronic laryngotracheitis,J371,476.1
4781-J348,Other diseases of nasal cavity and sinuses,J348,478.1
47821-J391,Cellulitis of pharynx or nasopharynx,J391,478.21
47822-J390,Parapharyngeal abscess,J390,478.22
47824-J390,Retropharyngeal abscess,J390,478.24
47825-J392,Edema of pharynx or nasopharynx,J392,478.25
47826-J392,Cyst of pharynx or nasopharynx,J392,478.26
47829-J392,Other,J392,478.29
47831-J3801,"Unilateral, partial",J3801,478.31
47832-J3802,"Unilateral, complete",J3802,478.32
4784-J381,Polyp of vocal cord or larynx,J381,478.4
4785-J383,Other diseases of vocal cords,J383,478.5
4786-J384,Edema of larynx,J384,478.6
47871-J387,Cellulitis and perichondritis of larynx,J387,478.71
47874-J386,Stenosis of larynx,J386,478.74
47875-J385,Laryngeal spasm,J385,478.75
47879-J387,Other,J387,478.79
4788-J393,"Upper respiratory tract hypersensitivity reaction, site unspecified",J393,478.8
5232-K060,Gingival recession,K060,523.2
4789-J398,Other and unspecified diseases of upper respiratory tract,J398,478.9
4801-J121,Pneumonia due to respiratory syncytial virus,J121,480.1
4802-J122,Pneumonia due to parainfluenza virus,J122,480.2
4808-J128,Pneumonia due to other virus not elsewhere classified,J128,480.8
4809-J129,"Viral pneumonia, unspecified",J129,480.9
481-J13,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],J13,481
4821-J151,Pneumonia due to Pseudomonas,J151,482.1
4822-J14,Pneumonia due to Hemophilus influenzae [H. influenzae],J14,482.2
48231-J154,Group A,J154,482.31
48232-J153,Group B,J153,482.32
48239-J154,Other Streptococcus,J154,482.39
4824-J152,Pneumonia due to Staphylococcus,J152,482.4
48281-J158,Anaerobes,J158,482.81
48282-J155,Escherichia coli [E. coli],J155,482.82
48283-J156,Other gram-negative bacteria,J156,482.83
48289-J158,Other specified bacteria,J158,482.89
4829-J159,Bacterial pneumonia unspecified,J159,482.9
4838-J168,Other specified organism,J168,483.8
485-J180,"Bronchopneumonia, organism unspecified",J180,485
486-J188,"Pneumonia, organism unspecified",J188,486
4871-J101,With other respiratory manifestations,J101,487.1
4878-J108,With other manifestations,J108,487.8
490-J40,"Bronchitis, not specified as acute or chronic",J40,490
4911-J411,Mucopurulent chronic bronchitis,J411,491.1
49121-J441,With (acute) exacerbation,J441,491.21
4918-J42,Other chronic bronchitis,J42,491.8
4919-J42,Unspecified chronic bronchitis,J42,491.9
4928-J438,Other emphysema,J438,492.8
494-J47,Bronchiectasis,J47,494
4951-J671,Bagassosis,J671,495.1
4952-J672,Bird-fanciers' lung,J672,495.2
4953-J673,Suberosis,J673,495.3
4954-J674,Malt workers' lung,J674,495.4
4955-J675,Mushroom workers' lung,J675,495.5
4956-J676,Maple bark-strippers' lung,J676,495.6
4957-J677,"\Ventilation\"" pneumonitis""",J677,495.7
4958-J678,Other specified allergic alveolitis and pneumonitis,J678,495.8
4959-J679,Unspecified allergic alveolitis and pneumonitis,J679,495.9
496-J449,"Chronic airway obstruction, not elsewhere classified",J449,496
500-J60,Coal workers' pneumoconiosis,J60,500
501-J61,Asbestosis,J61,501
502-J628,Pneumoconiosis due to other silica or silicates,J628,502
504-J668,Pneumonopathy due to inhalation of other dust,J668,504
505-J64,"Pneumoconiosis, unspecified",J64,505
5061-J681,Acute pulmonary edema due to fumes and vapors,J681,506.1
5062-J682,Upper respiratory inflammation due to fumes and vapors,J682,506.2
5063-J683,Other acute and subacute respiratory conditions due to fumes and vapors,J683,506.3
5064-J684,Chronic respiratory conditions due to fumes and vapors,J684,506.4
5069-J689,Unspecified respiratory conditions due to fumes and vapors,J689,506.9
5071-J691,Due to inhalation of oils and essences,J691,507.1
5078-J698,Due to other solids and liquids,J698,507.8
5081-J701,Chronic and other pulmonary manifestations due to radiation,J701,508.1
5088-J708,Respiratory conditions due to other specified external agents,J708,508.8
5089-J709,Respiratory conditions due to unspecified external agent,J709,508.9
5109-J869,Without mention of fistula,J869,510.9
5111-J869,"With effusion, with mention of a bacterial cause other than tuberculosis",J869,511.1
5118-J90,"Other specified forms of effusion, except tuberculous",J90,511.8
5119-J90,Unspecified pleural effusion,J90,511.9
5128-J931,Other spontaneous pneumothorax,J931,512.8
5131-J853,Abscess of mediastinum,J853,513.1
514-J81,Pulmonary congestion and hypostasis,J81,514
515-J841,Postinflammatory pulmonary fibrosis,J841,515
5162-J840,Pulmonary alveolar microlithiasis,J840,516.2
5163-J841,Idiopathic fibrosing alveolitis,J841,516.3
5168-J840,Other specified alveolar and parietoalveolar pneumonopathies,J840,516.8
5169-J840,Unspecified alveolar and parietoalveolar pneumonopathy,J840,516.9
5181-J982,Interstitial emphysema,J982,518.1
5182-J983,Compensatory emphysema,J983,518.2
5183-J82,Pulmonary eosinophilia,J82,518.3
5184-J81,"Acute edema of lung, unspecified",J81,518.4
5185-J951,Pulmonary insufficiency following trauma and surgery,J951,518.5
51881-J969,Acute respiratory failure,J969,518.81
51882-R098,"Other pulmonary insufficiency, not elsewhere classified",R098,518.82
51889-J984,"Other diseases of lung, not elsewhere classified",J984,518.89
5191-J980,"Other diseases of trachea and bronchus, not elsewhere classified",J980,519.1
5192-J985,Mediastinitis,J985,519.2
5193-J985,"Other diseases of mediastinum, not elsewhere classified",J985,519.3
5194-J986,Disorders of diaphragm,J986,519.4
5198-J988,"Other diseases of respiratory system, not elsewhere classified",J988,519.8
5199-J989,Unspecified disease of respiratory system,J989,519.9
5201-K001,Supernumerary teeth,K001,520.1
5202-K002,Abnormalities of size and form,K002,520.2
5203-K003,Mottled teeth,K003,520.3
5204-K004,Disturbances of tooth formation,K004,520.4
5205-K005,"Hereditary disturbances in tooth structure, not elsewhere classified",K005,520.5
5206-K006,Disturbances in tooth eruption,K006,520.6
5207-K007,Teething syndrome,K007,520.7
5208-K008,Other specified disorders of tooth development and eruption,K008,520.8
5209-K009,Unspecified disorder of tooth development and eruption,K009,520.9
5211-K030,Excessive attrition (approximal wear) (occlusal wear),K030,521.1
5212-K031,Abrasion,K031,521.2
5213-K032,Erosion,K032,521.3
5214-K033,Pathological resorption,K033,521.4
5215-K034,Hypercementosis,K034,521.5
5216-K035,Ankylosis of teeth,K035,521.6
5217-K037,Intrinsic posteruptive color changes,K037,521.7
5218-K038,Other specified diseases of hard tissues of teeth,K038,521.8
5219-K039,Unspecified disease of hard tissues of teeth,K039,521.9
5221-K041,Necrosis of the pulp,K041,522.1
5222-K042,Pulp degeneration,K042,522.2
5223-K043,Abnormal hard tissue formation in pulp,K043,522.3
5224-K044,Acute apical periodontitis of pulpal origin,K044,522.4
5225-K047,Periapical abscess without sinus,K047,522.5
5226-K045,Chronic apical periodontitis,K045,522.6
5227-K046,Periapical abscess with sinus,K046,522.7
5228-K048,Radicular cyst,K048,522.8
5229-K049,Other and unspecified diseases of pulp and periapical tissues,K049,522.9
5233-K052,Aggressive and acute periodontitis,K052,523.3
5234-K053,Chronic periodontitis,K053,523.4
5235-K054,Periodontosis,K054,523.5
5236-K036,Accretions on teeth,K036,523.6
5238-K055,Other specified periodontal diseases,K055,523.8
5239-K056,Unspecified gingival and periodontal disease,K056,523.9
5251-K081,"Loss of teeth due to trauma, extraction, or periodontal disease",K081,525.1
5252-K082,Atrophy of edentulous alveolar ridge,K082,525.2
5253-K083,Retained dental root,K083,525.3
5259-K089,Unspecified disorder of the teeth and supporting structures,K089,525.9
5261-K091,Fissural cysts of jaw,K091,526.1
5271-K111,Hypertrophy,K111,527.1
5272-K112,Sialoadenitis,K112,527.2
5273-K113,Abscess,K113,527.3
5274-K114,Fistula,K114,527.4
5275-K115,Sialolithiasis,K115,527.5
5276-K116,Mucocele,K116,527.6
5277-K117,Disturbance of salivary secretion,K117,527.7
5278-K118,Other specified diseases of the salivary glands,K118,527.8
5279-K119,Unspecified disease of the salivary glands,K119,527.9
5281-A690,Cancrum oris,A690,528.1
5282-K120,Oral aphthae,K120,528.2
5283-K122,Cellulitis and abscess,K122,528.3
5284-K099,Cysts,K099,528.4
5285-K130,Diseases of lips,K130,528.5
5286-K132,"Leukoplakia of oral mucosa, including tongue",K132,528.6
5287-K132,"Other disturbances of oral epithelium, including tongue",K132,528.7
5288-K135,"Oral submucosal fibrosis, including of tongue",K135,528.8
5289-K137,Other and unspecified diseases of the oral soft tissues,K137,528.9
5291-K141,Geographic tongue,K141,529.1
5292-K142,Median rhomboid glossitis,K142,529.2
5293-K143,Hypertrophy of tongue papillae,K143,529.3
5294-K144,Atrophy of tongue papillae,K144,529.4
5295-K145,Plicated tongue,K145,529.5
5296-K146,Glossodynia,K146,529.6
5298-K148,Other specified conditions of the tongue,K148,529.8
5299-K149,Unspecified condition of the tongue,K149,529.9
53011-K210,Reflux esophagitis,K210,530.11
53019-K20,Other esophagitis,K20,530.19
5302-K221,Ulcer of esophagus,K221,530.2
5303-K222,Stricture and stenosis of esophagus,K222,530.3
5304-K223,Perforation of esophagus,K223,530.4
5305-K224,Dyskinesia of esophagus,K224,530.5
5306-K225,"Diverticulum of esophagus, acquired",K225,530.6
5307-K226,Gastroesophageal laceration-hemorrhage syndrome,K226,530.7
53081-K219,Esophageal reflux,K219,530.81
53082-K228,Esophageal hemorrhage,K228,530.82
53083-K228,Esophageal leukoplakia,K228,530.83
53084-K228,Tracheoesophageal fistula,K228,530.84
53089-K228,Other,K228,530.89
5309-K229,Unspecified disorder of esophagus,K229,530.9
5361-K310,Acute dilatation of stomach,K310,536.1
5362-R11,Persistent vomiting,R11,536.2
5368-K30,Dyspepsia and other specified disorders of function of stomach,K30,536.8
5369-K319,Unspecified functional disorder of stomach,K319,536.9
5371-K314,Gastric diverticulum,K314,537.1
5372-K315,Chronic duodenal ileus,K315,537.2
5373-K315,Other obstruction of duodenum,K315,537.3
5374-K316,Fistula of stomach or duodenum,K316,537.4
5376-K312,Hourglass stricture or stenosis of stomach,K312,537.6
53781-K313,Pylorospasm,K313,537.81
53782-K3181,Angiodysplasia of stomach and duodenum without mention of hemorrhage,K3181,537.82
53783-K3182,Angiodysplasia of stomach and duodenum with hemorrhage,K3182,537.83
53784-K317,Dieulafoy lesion (hemorrhagic) of stomach and duodenum,K317,537.84
5379-K319,Unspecified disorder of stomach and duodenum,K319,537.9
541-K37,"Appendicitis, unqualified",K37,541
542-K36,Other appendicitis,K36,542
5439-K388,Other and unspecified diseases of appendix,K388,543.9
55101-K414,"Unilateral or unspecified, recurrent",K414,551.01
55102-K411,Bilateral (not specified as recurrent),K411,551.02
55103-K411,"Bilateral, recurrent",K411,551.03
5511-K421,Umbilical hernia with gangrene,K421,551.1
55121-K431,"Incisional, with gangrene",K431,551.21
55129-K431,Other,K431,551.29
5513-K441,Diaphragmatic hernia with gangrene,K441,551.3
5518-K451,"Hernia of other specified sites, with gangrene",K451,551.8
5519-K461,"Hernia of unspecified site, with gangrene",K461,551.9
55201-K413,"Unilateral or unspecified, recurrent",K413,552.01
55202-K410,Bilateral (not specified as recurrent),K410,552.02
55203-K410,"Bilateral, recurrent",K410,552.03
5521-K420,Umbilical hernia with obstruction,K420,552.1
55221-K430,"Incisional, with obstruction",K430,552.21
55229-K450,Other,K450,552.29
5523-K440,Diaphragmatic hernia with obstruction,K440,552.3
5528-K450,"Hernia of other specified sites, with obstruction",K450,552.8
5529-K460,"Hernia of unspecified site, with obstruction",K460,552.9
55301-K419,"Unilateral or unspecified, recurrent",K419,553.01
55302-K412,Bilateral (not specified as recurrent),K412,553.02
55303-K412,"Bilateral, recurrent",K412,553.03
5531-K429,Umbilical hernia,K429,553.1
55321-K439,Incisional,K439,553.21
55329-K439,Other,K439,553.29
5533-K449,Diaphragmatic hernia,K449,553.3
5538-K458,Hernia of other specified sites,K458,553.8
5539-K469,Hernia of unspecified site,K469,553.9
5551-K501,Large intestine,K501,555.1
5552-K508,Small intestine with large intestine,K508,555.2
5559-K509,Unspecified site,K509,555.9
5562-K512,Ulcerative (chronic) proctitis,K512,556.2
5563-K513,Ulcerative (chronic) proctosigmoiditis,K513,556.3
5564-K514,Pseudopolyposis of colon,K514,556.4
5565-K518,Left-sided ulcerative (chronic) colitis,K518,556.5
5566-K518,Universal ulcerative (chronic) colitis,K518,556.6
5568-K518,Other ulcerative colitis,K518,556.8
5569-K519,"Ulcerative colitis, unspecified",K519,556.9
5571-K551,Chronic vascular insufficiency of intestine,K551,557.1
5579-K559,Unspecified vascular insufficiency of intestine,K559,557.9
5581-K520,Gastroenteritis and colitis due to radiation,K520,558.1
5582-K521,Toxic gastroenteritis and colitis,K521,558.2
5589-K528,Other and unspecified noninfectious gastroenteritis and colitis,K528,558.9
5601-K560,Paralytic ileus,K560,560.1
5602-K562,Volvulus,K562,560.2
56031-K563,Gallstone ileus,K563,560.31
56039-K564,Other,K564,560.39
56081-K565,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection),K565,560.81
56089-K566,Other,K566,560.89
5609-K566,Unspecified intestinal obstruction,K566,560.9
56201-K5712,Diverticulitis of small intestine (without mention of hemorrhage),K5712,562.01
56202-K5711,Diverticulosis of small intestine with hemorrhage,K5711,562.02
56203-K5713,Diverticulitis of small intestine with hemorrhage,K5713,562.03
56212-K5721,Diverticulosis of colon with hemorrhage,K5721,562.12
5641-K589,Irritable bowel syndrome,K589,564.1
5642-K911,Postgastric surgery syndromes,K911,564.2
5643-K910,Vomiting following gastrointestinal surgery,K910,564.3
5644-K918,Other postoperative functional disorders,K918,564.4
5645-K591,Functional diarrhea,K591,564.5
5646-K594,Anal spasm,K594,564.6
5647-K593,"Megacolon, other than Hirschsprung's",K593,564.7
5649-K599,Unspecified functional disorder of intestine,K599,564.9
5651-K603,Anal fistula,K603,565.1
566-K610,Abscess of anal and rectal regions,K610,566
5671-K659,Pneumococcal peritonitis,K659,567.1
5672-K650,Other suppurative peritonitis,K650,567.2
5678-K658,Other specified peritonitis,K658,567.8
5679-K659,Unspecified peritonitis,K659,567.9
56881-K661,Hemoperitoneum (nontraumatic),K661,568.81
56882-R18,Peritoneal effusion (chronic),R18,568.82
56889-K668,Other,K668,568.89
5689-K669,Unspecified disorder of peritoneum,K669,568.9
5691-K623,Rectal prolapse,K623,569.1
5692-K624,Stenosis of rectum and anus,K624,569.2
5693-K625,Hemorrhage of rectum and anus,K625,569.3
56941-K626,Ulcer of anus and rectum,K626,569.41
56942-K628,Anal or rectal pain,K628,569.42
56943-K627,Anal sphincter tear (healed) (old),K627,569.43
56949-K628,Other,K628,569.49
5695-K630,Abscess of intestine,K630,569.5
56981-K632,"Fistula of intestine, excluding rectum and anus",K632,569.81
56982-K633,Ulceration of intestine,K633,569.82
56983-K631,Perforation of intestine,K631,569.83
56984-K5521,Angiodysplasia of intestine (without mention of hemorrhage),K5521,569.84
56989-K638,Other,K638,569.89
5699-K639,Unspecified disorder of intestine,K639,569.9
570-K720,Acute and subacute necrosis of liver,K720,570
5711-K701,Acute alcoholic hepatitis,K701,571.1
5712-K703,Alcoholic cirrhosis of liver,K703,571.2
5713-K709,"Alcoholic liver damage, unspecified",K709,571.3
57141-K730,Chronic persistent hepatitis,K730,571.41
57149-K738,Other,K738,571.49
5715-K746,Cirrhosis of liver without mention of alcohol,K746,571.5
5716-K745,Biliary cirrhosis,K745,571.6
5718-K760,Other chronic nonalcoholic liver disease,K760,571.8
5719-K769,Unspecified chronic liver disease without mention of alcohol,K769,571.9
5721-K751,Portal pyemia,K751,572.1
5722-K729,Hepatic coma,K729,572.2
5723-K766,Portal hypertension,K766,572.3
5724-K767,Hepatorenal syndrome,K767,572.4
5728-K768,Other sequelae of chronic liver disease,K768,572.8
5733-K759,"Hepatitis, unspecified",K759,573.3
5734-K763,Hepatic infarction,K763,573.4
5738-K768,Other specified disorders of liver,K768,573.8
5739-K769,Unspecified disorder of liver,K769,573.9
5752-K820,Obstruction of gallbladder,K820,575.2
5753-K821,Hydrops of gallbladder,K821,575.3
5754-K822,Perforation of gallbladder,K822,575.4
5755-K823,Fistula of gallbladder,K823,575.5
5756-K824,Cholesterolosis of gallbladder,K824,575.6
5758-K828,Other specified disorders of gallbladder,K828,575.8
5759-K829,Unspecified disorder of gallbladder,K829,575.9
5761-K830,Cholangitis,K830,576.1
5762-K831,Obstruction of bile duct,K831,576.2
5763-K832,Perforation of bile duct,K832,576.3
5764-K833,Fistula of bile duct,K833,576.4
5765-K834,Spasm of sphincter of Oddi,K834,576.5
5768-K838,Other specified disorders of biliary tract,K838,576.8
5769-K839,Unspecified disorder of biliary tract,K839,576.9
5771-K861,Chronic pancreatitis,K861,577.1
5772-K862,Cyst and pseudocyst of pancreas,K862,577.2
5778-K868,Other specified diseases of pancreas,K868,577.8
5779-K869,Unspecified disease of pancreas,K869,577.9
5781-K921,Blood in stool,K921,578.1
5789-K922,"Hemorrhage of gastrointestinal tract, unspecified",K922,578.9
5791-K901,Tropical sprue,K901,579.1
5792-K902,Blind loop syndrome,K902,579.2
5793-K912,Other and unspecified postsurgical nonabsorption,K912,579.3
5794-K903,Pancreatic steatorrhea,K903,579.4
5798-K908,Other specified intestinal malabsorption,K908,579.8
5799-K909,Unspecified intestinal malabsorption,K909,579.9
5804-N019,With lesion of rapidly progressive glomerulonephritis,N019,580.4
58089-N008,Other,N008,580.89
5809-N009,Acute glomerulonephritis with unspecified pathological lesion in kidney,N009,580.9
5811-N042,With lesion of membranous glomerulonephritis,N042,581.1
5812-N045,With lesion of membranoproliferative glomerulonephritis,N045,581.2
5813-N040,With lesion of minimal change glomerulonephritis,N040,581.3
58189-N048,Other,N048,581.89
5819-N049,Nephrotic syndrome with unspecified pathological lesion in kidney,N049,581.9
5821-N031,With lesion of membranous glomerulonephritis,N031,582.1
5822-N035,With lesion of membranoproliferative glomerulonephritis,N035,582.2
5824-N019,With lesion of rapidly progressive glomerulonephritis,N019,582.4
58289-N038,Other,N038,582.89
5829-N039,Chronic glomerulonephritis with unspecified pathological lesion in kidney,N039,582.9
5831-N052,With lesion of membranous glomerulonephritis,N052,583.1
5832-N055,With lesion of membranoproliferative glomerulonephritis,N055,583.2
5834-N019,With lesion of rapidly progressive glomerulonephritis,N019,583.4
5836-N058,With lesion of renal cortical necrosis,N058,583.6
5837-N058,With lesion of renal medullary necrosis,N058,583.7
58389-N058,Other,N058,583.89
5839-N059,With unspecified pathological lesion in kidney,N059,583.9
5845-N170,With lesion of tubular necrosis,N170,584.5
5846-N171,With lesion of renal cortical necrosis,N171,584.6
5847-N172,With lesion of renal medullary [papillary] necrosis,N172,584.7
5848-N178,With other specified pathological lesion in kidney,N178,584.8
5849-N179,"Acute renal failure, unspecified",N179,584.9
586-N19,"Renal failure, unspecified",N19,586
587-N26,"Renal sclerosis, unspecified",N26,587
5881-N251,Nephrogenic diabetes insipidus,N251,588.1
5888-N258,Other specified disorders resulting from impaired renal function,N258,588.8
5889-N259,Unspecified disorder resulting from impaired renal function,N259,588.9
5891-N271,Bilateral small kidneys,N271,589.1
5899-N279,"Small kidney, unspecified",N279,589.9
59001-N118,With lesion of renal medullary necrosis,N118,590.01
59011-N10,With lesion of renal medullary necrosis,N10,590.11
5902-N151,Renal and perinephric abscess,N151,590.2
5903-N12,Pyeloureteritis cystica,N12,590.3
59081-N12,Pyelitis or pyelonephritis in diseases classified elsewhere,N12,590.81
5909-N12,"Infection of kidney, unspecified",N12,590.9
591-N133,Hydronephrosis,N133,591
5921-N201,Calculus of ureter,N201,592.1
5929-N209,"Urinary calculus, unspecified",N209,592.9
5931-N288,Hypertrophy of kidney,N288,593.1
5932-N281,"Cyst of kidney, acquired",N281,593.2
5933-N111,Stricture or kinking of ureter,N111,593.3
5934-N111,Other ureteric obstruction,N111,593.4
5935-N134,Hydroureter,N134,593.5
59371-N137,"With reflux nephropathy, unilateral",N137,593.71
59372-N137,"With reflux nephropathy, bilateral",N137,593.72
59373-N137,With reflux nephropathy NOS,N137,593.73
59381-N280,Vascular disorders of kidney,N280,593.81
59382-N288,Ureteral fistula,N288,593.82
59389-N288,Other,N288,593.89
5939-N289,Unspecified disorder of kidney and ureter,N289,593.9
5941-N210,Other calculus in bladder,N210,594.1
5942-N211,Calculus in urethra,N211,594.2
5948-N218,Other lower urinary tract calculus,N218,594.8
5949-N219,"Calculus of lower urinary tract, unspecified",N219,594.9
5951-N301,Chronic interstitial cystitis,N301,595.1
5952-N302,Other chronic cystitis,N302,595.2
5953-N303,Trigonitis,N303,595.3
59581-N308,Cystitis cystica,N308,595.81
59582-N304,Irradiation cystitis,N304,595.82
59589-N308,Other,N308,595.89
5959-N309,"Cystitis, unspecified",N309,595.9
5961-N321,Intestinovesical fistula,N321,596.1
5962-N322,"Vesical fistula, not elsewhere classified",N322,596.2
5963-N323,Diverticulum of bladder,N323,596.3
5964-N312,Atony of bladder,N312,596.4
59651-N318,Hypertonicity of bladder,N318,596.51
59652-N318,Low bladder compliance,N318,596.52
59653-N312,Paralysis of bladder,N312,596.53
59654-N319,Neurogenic bladder NOS,N319,596.54
59655-N318,Detrusor sphincter dyssynergia,N318,596.55
59659-N319,Other functional disorder of bladder,N319,596.59
5967-N328,Hemorrhage into bladder wall,N328,596.7
5968-N328,Other specified disorders of bladder,N328,596.8
6265-N923,Ovulation bleeding,N923,626.5
5969-N329,Unspecified disorder of bladder,N329,596.9
59781-N343,Urethral syndrome NOS,N343,597.81
59789-N342,Other,N342,597.89
5981-N350,Traumatic urethral stricture,N350,598.1
5982-N991,Postoperative urethral stricture,N991,598.2
5988-N358,Other specified causes of urethral stricture,N358,598.8
5989-N359,"Urethral stricture, unspecified",N359,598.9
5991-N360,Urethral fistula,N360,599.1
5992-N361,Urethral diverticulum,N361,599.2
5993-N362,Urethral caruncle,N362,599.3
5994-N360,Urethral false passage,N360,599.4
5996-N139,Urinary obstruction,N139,599.6
5997-R31,Hematuria,R31,599.7
59981-N368,Urethral hypermobility,N368,599.81
59982-N368,Intrinsic (urethral) sphincter deficiency [ISD],N368,599.82
59983-N368,Urethral instability,N368,599.83
59984-N368,Other specified disorders of urethra,N368,599.84
5999-N399,Unspecified disorder of urethra and urinary tract,N399,599.9
600-N40,Hyperplasia of prostate,N40,600
6011-N411,Chronic prostatitis,N411,601.1
6012-N412,Abscess of prostate,N412,601.2
6013-N413,Prostatocystitis,N413,601.3
6018-N418,Other specified inflammatory diseases of prostate,N418,601.8
6019-N419,"Prostatitis, unspecified",N419,601.9
6021-N421,Congestion or hemorrhage of prostate,N421,602.1
6028-N428,Other specified disorders of prostate,N428,602.8
6029-N429,Unspecified disorder of prostate,N429,602.9
6031-N431,Infected hydrocele,N431,603.1
6038-N432,Other specified types of hydrocele,N432,603.8
6039-N433,"Hydrocele, unspecified",N433,603.9
605-N47,Redundant prepuce and phimosis,N47,605
6061-N46,Oligospermia,N46,606.1
6068-N46,Infertility due to extratesticular causes,N46,606.8
6069-N46,"Male infertility, unspecified",N46,606.9
6071-N481,Balanoposthitis,N481,607.1
6072-N482,Other inflammatory disorders of penis,N482,607.2
6073-N483,Priapism,N483,607.3
60781-N486,Balanitis xerotica obliterans,N486,607.81
60782-N488,Vascular disorders of penis,N488,607.82
60783-N488,Edema of penis,N488,607.83
60789-N488,Other,N488,607.89
6079-N489,Unspecified disorder of penis,N489,607.9
6081-N434,Spermatocele,N434,608.1
6082-N44,Torsion of testis,N44,608.2
6083-N500,Atrophy of testis,N500,608.3
6084-N499,Other inflammatory disorders of male genital organs,N499,608.4
60883-N501,Vascular disorders,N501,608.83
60884-N508,Chylocele of tunica vaginalis,N508,608.84
60885-N508,Stricture,N508,608.85
60886-N508,Edema,N508,608.86
60889-N508,Other,N508,608.89
6089-N509,Unspecified disorder of male genital organs,N509,608.9
6101-N601,Diffuse cystic mastopathy,N601,610.1
6102-N602,Fibroadenosis of breast,N602,610.2
6103-N603,Fibrosclerosis of breast,N603,610.3
6104-N604,Mammary duct ectasia,N604,610.4
6108-N608,Other specified benign mammary dysplasias,N608,610.8
6109-N609,"Benign mammary dysplasia, unspecified",N609,610.9
6111-N62,Hypertrophy of breast,N62,611.1
6112-N640,Fissure of nipple,N640,611.2
6113-N641,Fat necrosis of breast,N641,611.3
6114-N642,Atrophy of breast,N642,611.4
6115-N648,Galactocele,N648,611.5
6116-N643,Galactorrhea not associated with childbirth,N643,611.6
61171-N644,Mastodynia,N644,611.71
61172-N63,Lump or mass in breast,N63,611.72
61179-N645,Other,N645,611.79
6118-N648,Other specified disorders of breast,N648,611.8
6119-N649,Unspecified breast disorder,N649,611.9
6141-N701,Chronic salpingitis and oophoritis,N701,614.1
6142-N709,"Salpingitis and oophoritis not specified as acute, subacute, or chronic",N709,614.2
6143-N730,Acute parametritis and pelvic cellulitis,N730,614.3
6144-N731,Chronic or unspecified parametritis and pelvic cellulitis,N731,614.4
6145-N733,"Acute or unspecified pelvic peritonitis, female",N733,614.5
6146-N736,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",N736,614.6
6147-N734,"Other chronic pelvic peritonitis, female",N734,614.7
6148-N738,Other specified inflammatory disease of female pelvic organs and tissues,N738,614.8
6149-N739,Unspecified inflammatory disease of female pelvic organs and tissues,N739,614.9
6151-N711,Chronic,N711,615.1
